Company Name,Job Title,Job Location,Job Description
The Hollister Group,Network Security Engineer,"Boston, MA","An investment financial services company in Boston, MA is looking to hire a
Network Security Engineer on a contract basis. This Network Security Engineer
will be one of the leaders of the global network security team and assist with
the design and deployment of the network segmentation architecture. The ideal
candidate for this position will have expertise in networking, security and
Python scripting. This role is fully remote.  
  
**Responsibilities:**  

  * Provide technical leadership across the IT organization in support of the network security initiatives
  * Support the network segmentation strategy across the global organization
  * Develop, document, and update standards documentation
  * Responsible for engineering and supporting network security technologies
  * Evaluate new security technologies to better improve efficiencies
  * Act as the final technical escalation point of contact

**Qualifications:**  

  * Bachelor's degree or equivalent
  * 7+ years experience in the network security field
  * High-level certification in a major security technology is preferred
  * Ability to lead and execute large, complex projects
  * Strong technical expertise required in the following areas: Firewalls, Network Intrusion Detection and Prevention Systems, Routers and Switches, SIEM, Packet decoding and analysis, Web Proxy Servers, Load Balancing, SSL VPN Solutions, Web application firewalls and data loss prevention technologies

If you are interested in this position, please submit a copy of your resume
today.  
  
Our Commitment to Diversity, Equity & Inclusion  
  
The Hollister Group is an equal opportunity employer. We welcome and encourage
applications from people who are under-represented in their respective
occupation or position.  
  
#HGIT

"
CCRM,Network Engineer (Full Time),"Lone Tree, CO","The Network Engineer will maintain and evaluate network systems and
communications. The Network Engineer will perform highly complex systems
support work and will provide exceptional customer support for staff. The
Network Engineer will also be responsible for network infrastructure design,
development, and management.

CCRM is an industry-leading pioneer in fertility science, research and
advancement, offering access to national network of award-winning physicians,
a full suite of fertility services, innovation technology and cutting edge
labs. CCRM is currently comprised of eleven locations spanning the U.S. and
Canada with growth planned for continued network development on a domestic and
international basis. CCRM is proud to assist in building all kinds of
families.

 **ESSENTIAL FUNCTIONS:**

  * Provides seamless customer service support to end users within the CCRM organization.
  * Highly experienced with design and management specifically related to Meraki and Cisco products.
  * Understands networking requirements within a Citrix environment.
  * Understands storage protocols (ISCI) as it relates to optimization of resources.
  * Installs and configures networking hardware and software.
  * Creates and implements network security measures.
  * Manages network monitoring equipment.
  * Conducts regular network performance tests.
  * Deals with escalated network support issues.
  * Draws up network status reports.
  * Assists the senior systems engineer with various deployments in infrastructure, networking, and telecom.
  * Troubleshoots Telecom issues with 3CX and or NEC systems.
  * Technical resource to the IT team when working through issues related to network and other system administrator tasks that are assigned.
  * Directly involved in the deployment, repair, replacement, disposal, and inventory management of networking computing equipment (Firewalls, Routers, Switches, Access Points, ETC., laptops, phones, printers, conferencing room hardware)
  * Responds quickly and professionally to employee calls and/or tickets. Troubleshoots and corrects software and hardware problems.
  * Owns issue resolutions from start to finish by monitoring unresolved issues and requests to ensure prompt resolution.
  * Communicates clearly with each customer to ensure their understanding of next steps and likely resolution time-frames.
  * Ensures that every customer is highly satisfied with the support received.
  * Works with vendors to ensure equipment and applications are repaired and upgraded.
  * Exceptional communication and task management.
  * Off-hour availability will be necessary to respond to system outages, perform system upgrades/maintenance, etc.
  * Installs/configures local and network equipment.
  * Seeks opportunities for additional responsibilities and growth within. organization. Shows initiative and enthusiasm in suggesting and implementing new concepts and/or ideas for improvement.
  * Other duties as assigned.

 **REQUIRED QUALIFICATIONS:**

  * BA/BS degree preferred. Minimum of an Associate’s degree in Information Technology or similar field.
  * Five years of experience in Network Support.
  * The ability to multitask and to work well within a team environment while keeping the customers’ needs as a priority at all times.
  * Ability to differentiate between errors caused by hardware, software, desktop errors, server errors and misunderstanding of usage.
  * CCNA, CCNAP, Network+, Security+, MCAA or MCSE certifications a plus.
  * Proficiency in the use of computer equipment and software, including but not limited to, Windows environment (Word, Excel, Outlook – Intermediate to Advanced skills) required.
  * Strong interpersonal skills and ability to work both independently and as part of a team required

 **WORK ENVIRONMENT**  
This job operates in a professional office. This role routinely uses standard
office equipment such as computers, including computer keyboards and mice;
telephones; photocopiers; scanners; filing cabinets.

While performing the duties of this job, the employee is regularly required to
communicate with others. The employee is frequently required to sit; will
occasionally stand and/or walk; use hands and fingers to grasp, pick, pinch,
type; and reach with hands and arms. Employee is required to have close visual
acuity to perform an activity such as: preparing and analyzing data and
figures; viewing a computer terminal; extensive reading; operation of standard
office machines and equipment.

The physical demands described here are representative of those that must be
met by an employee to successfully perform the essential functions of this
job.

 **EQUAL EMPLOYMENT/ANTI-DISCRIMINATION**  
CCRM is an equal opportunity employer and does not discriminate on the basis
of Race, Color, Religion, Creed, National Origin, Ancestry, Sex, Pregnancy,
Age, Sexual Orientation (including transgender status), Physical or Mental
Disability, Marriage to a Co-Worker, or for anyone engaging in Protected
Activity (opposing a discriminatory practice or participating in an employment
discrimination proceeding). Additionally, this employer does not tolerate any
employees engaging in discriminatory behavior based on any of the
aforementioned protected classes.

 **COMPENSATION & BENEFITS**  
CCRM proudly offers a competitive and comprehensive compensation and benefits
package

 **PRE-EMPLOYMENT REQUIREMENTS**  
All offers of employment by this employer are conditional upon the incumbent’s
successful completion of pre-employment screenings, including a criminal
background check, drug screen, educational and prior employment verification,
professional reference checks, and verification of the incumbent’s eligibility
and authorization to work in the United States.

Job Type: Full-time

Pay: $85,000.00 - $105,000.00 per year

Benefits:

  * 401(k)
  * Dental insurance
  * Health insurance
  * Paid time off
  * Vision insurance

Schedule:

  * 8 hour shift
  * Monday to Friday

Work Location: One location

"
New England Network Solutions,NOC Engineer,"Lowell, MA","Bring your energy to New England Network Solutions (NENS), named to _**Inc**_
**. Magazine’s Best Workplaces** , where you will find a culture compelled to
help other businesses find solutions. NENS serves the IT needs of small and
medium-sized businesses in and around the Boston area.

Employees at NENS support each other as a team, but also have independence,
accountability and the flexibility needed to advance their career. At NENS, we
care about your future, so you thrive with individual goals to help you grow
and team goals to help your peers grow. You have a “nobody left behind”
mentality in support of one another to build a collaborative environment of
knowledge sharing, accountability, and giveback. At NENS, we are keen on
finding individuals who reject the concept of mediocrity and are constantly
challenging themselves and their peers to do better.

 *****Combination of in-office and remote work*****

 **What You’ll Do:**

  * Take ownership ofNENS NOC toolset by acquiring expert level understanding of tools
  * Lead in managing, supporting, improving, documenting NOC tools and training others on how to leverage the toolset
  * Work with internal teams and NOC tools to gather data on recurring issues and improvements that can be made through automation
  * Create, test and release scripts that remediate problems through scripting in a deliberate and structured manner
  * Help to build out efficiencies in user and computer setup processes through automation
  * Monitor backups and raise alerts when issues arise
  * Be the NENS Managed Tool ambassador while being one of the primary points of contact for technical tool questions
  * Escalate high level issues appropriately
  * Work with the NOC Onboarding Team to help with issues, provide high level engineering support and help keep the projects on track

 **What You’ll Need:**

  * Bachelor’s Degree or equivalent working experience
  * 5+ years’ relevant experience
  * Ability to write and understand PowerShell commands
  * Understanding of the Software Development Lifecycle (Planning, Analysis, Design, Implementation, Testing & Integration, Maintain)
  * Ability to logically breakdown problems
  * Desire to help drive efficiency through automation
  * Understanding of server and workstation operating systems
  * Ability to become a subject matter expert for NENS’ managed toolset
  * Produce quality scripts to assist with daily tasks as well as larger scale issues
  * Collaborate with internal teams to help define areas where automation can help
  * Strong attention to detail
  * Permanent work authorization in the US

 **What You’ll Get:**

  * Compensation range consists of base salary, bonus and benefits
  * 100% company-paid medical plan
  * Matching 401K
  * Career growth opportunities
  * Training, paid certifications
  * Company social events – fun activities, quarterly team outings, retreats, holiday party celebrations, game nights

Job Type: Full-time

Pay: $70,000.00 - $110,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Flexible spending account
  * Health insurance
  * Life insurance
  * Paid time off
  * Parental leave
  * Professional development assistance
  * Referral program
  * Retirement plan
  * Vision insurance

Schedule:

  * 8 hour shift
  * Day shift
  * Monday to Friday

Supplemental Pay:

  * Bonus pay

Application Question(s):

  * How many years of PowerShell experience do you have?

Work Location: One location

"
ABBTECH Professional Resources,Network/Cyber Security Engineer,"New York, NY","**Job Description:**

Customer is looking for working knowledge (technology wise be able to use,
review, identify) in various security areas to include but not limited to:

  * SIEM
  * EDR/Endpoint management
  * Encryption and hashing
  * Concept and understanding of how networking works, to include well known ports and protocols
  * Concept of how firewalls work
  * Being able to identify malicious files and/or traffic
  * Being able to identify suspicious traffic (to include DoS and DDoS attacks)
  * Duration: 43 weeks
  * Delivery method: Onsite
  * Start date: ASAP

Candidates must be fully vaccinated and willing to provide Covid-19 vaccine
card.

 **ABBTECH is an EOE/Minorities/Women/Disabled Individuals/Veterans**

Job Types: Full-time, Contract

Schedule:

  * 8 hour shift

Ability to commute/relocate:

  * New York, NY: Reliably commute or planning to relocate before starting work (Required)

Experience:

  * Linux: 1 year (Preferred)
  * Cybersecurity: 1 year (Preferred)
  * Information security: 1 year (Preferred)

Work Location: One location

"
The Home Depot,Cybersecurity Engineer (Remote),"Atlanta, GA","**Position Purpose:**  
Protecting what matters most to our associates and consumers by securing our
sensitive data and critical assets from current and emerging threats. At The
Home Depot, Cybersecurity consists of Architecture, Governance, Identity &
Access Management, Internal Threat Operations, Issue and Compliance
Management, Risk Assessment/Advisory, Security Consulting, Security
Operations, Service Optimization and Strategic Planning.  
  
Cybersecurity Engineer utilizes business knowledge and technical experience of
cybersecurity to provide a secure environment for the business.  
  
**Major Tasks, Responsibilities & Key Accountabilities:**  
100% - Deliver Execution & Problem Solving - Troubleshoot and quickly resolve
escalated incidents Investigate and recommend corrective actions related to
incidents Collaborate with Enterprise Technology to configure and integrate
cybersecurity systems and services that mitigate risk Design, build,
configure, maintain and monitor cybersecurity threat defense capabilities and
user access management  
  
**Nature and Scope:**  
This Position typically reports to Manager or Sr. Manager  
  
This Position has 0 Direct Reports  
  
For Colorado, Connecticut, Nevada and New York City residents: The pay range
for this position is between $50,000 and $130,000. Starting salary may vary
based on a number of factors including, but not limited to, the position being
offered, location, education, training, and/or experience. The Home Depot
offers additional competitive financial and non-financial benefits, which may
include a performance-based bonus program or a profit sharing program
depending on position.  
  
**Environmental Job Requirements:**  
**Environment:**  
1\. Located in a comfortable indoor area. Any unpleasant conditions would be
infrequent and not objectionable.  
  
**Travel:**  
No travel required.  

**Standard Minimum Qualifications:**  
Must be eighteen years of age or older.  
Must be legally permitted to work in the United States.  
  
**Education Required:**  
The knowledge, skills and abilities typically acquired through the completion
of a high school diploma and/or GED.  
  
**Years of Relevant Work Experience:**  
0 years  
  
**Physical Requirements:**  
Most of the time is spent sitting in a comfortable position and there is
frequent opportunity to move about. On rare occasions there may be a need to
move or lift light articles.  
  
**Knowledge, Skills, Abilities and Competencies:**  

  * Action Oriented
  * Collaborates
  * Communicates Effectively
  * Customer Focus
  * Drives Results

 **  
Pay Rate:** -

"
Insight Global,REMOTE Network Security Engineer,"Pleasanton, CA","**JOB DESCRIPTION**

Insight Global is looking for a Strong Network Security Engineer to improve
Network Segmentation measures across the organization. This position will be
responsible for managing and applying network access control policies in order
to ensure that network connected endpoints and devices have proper network
access. In this role, the Network Security Engineering team is seeking an
experienced hands-on technology professional with an extensive background
working with networking technologies and deep familiarity with network
switching, ACL(access control list), policy-based routing, traffic
classification/segmentation, and network access controls.

 **MINIMUM REQUIREMENTS**

Must Haves:  

  * 6+ Years' experience as a network engineer with proven experience planning, implementing and designing the network infrastructure.
  * Strong experience using Cisco ISE (Network Access Control).
  * Experience working with networking technologies such as LAN/WAN, Routers and Switches
  * Experience with network switching, ACL(access control list), policy-based routing, traffic classification/segmentation.

Experience with Visio and creating detailed documentation of network security
procedures  

**DESIRED SKILLS**

Pluses:  

  * Certifications - CCNA, CCNP or CCBA

"
Peterson Technology Partners,Systems Security Engineer,"Skokie, IL","**** Sponsorship is currently not provided for this particular role , Green
Card holders and US Citizens are encouraged to apply****

 **This is a 100% remote role, with occasional travel to Skokie, IL.**

 **Fantastic opportunity for a Systems Security Engineer!**

Our Chicago-based client is seeking a Systems Security Engineer to interact
with colleagues at all levels of the Infrastructure team and assist in
providing hands-on technical security engineering support for
software/hardware/server/network systems. Work is reviewed for soundness of
technical judgement and for following policies and procedures.

This position will apply system security and cyber security engineering
principles to moderately complex engineering issues and provide realistic and
implementable configuration management solutions designed to enhance the
Company’s security posture.

This position will be required to support the development of security systems
while monitoring the output of those security systems. This position will
investigate routine computer incidents under the direction of a senior
engineer’s. This position will handle confidential and proprietary
information.

 ** _Please submit your resume with the link to your LinkedIn Profile._**

 **Key Responsibilities:**

  * Conduct routine certification testing and maintain the security and integrity of cyber systems and networks.

  * Monitor IT security systems into corporate and store computing environments including systems used for logging, monitoring, intrusion detection, centralized cyber security knowledge base, and behavioral analysis.

  * Remediate issues occurring with any IT security systems including but not limited to unexplained system outages, cyber security incidents, issues with data collection feeds or interfaces with external MSSP providers.

  * Collaborate with IT teams to remediate any potential hardware or network issues that prevent detection capability.

  * Collaborate with senior staff in planning, designing, developing, deploying, integrating and maintaining cyber security tools.

  * Provide support in more complex cyber investigations.

  * Monitor new developments in the cyber security software/hardware marketplace, emerging technology trends and the security risks associated with those technologies.

  * Support demonstrating the applicability of tools in real-world applications using a risk- based methodology based on business impact and the threat landscape.

  * Create, revise and maintain documentation of processes and procedures in the central knowledge base.

  * Participate in after incident lessons learned meetings to give input on recommendations for additional tools or other mitigations for future incidents.

  * Track service availability and performance metrics and provide timely updates to management.

 **Minimum Skills, Knowledge and Abilities:**

  * Bachelors’ degree in Systems Engineering, Computer Engineering, Computer Science, or other closely related discipline. Equivalent experience may be considered in lieu of formal degree.

  * Minimum of three (3) years of hands-on experience in non-complex IT engineering systems that include basic network, storage, back-up, platforms, middleware, application with one (1) year of experience monitoring cyber security tools and responding to threats.

  * Prior experience and the ability to participate in cyber incident responses.

  * Demonstrated ability to prioritize, execute tasks and meet deadlines.

  * Ability to interact with colleagues from all levels of the organization, both technical and non-technical, and communicate technical ideas effectively.

  * Requires self-motivated approach to work with keen attention to detail and accuracy.

  * Ability to work in a team-oriented, collaborative environment with minimal oversight.

  * Computer proficiency in Microsoft Office, Internet and other security oriented software.

  * Proven ability to work effectively in a team environment as well as independently, with minimal direction.

 **Preferred Minimum Skills, Knowledge and Abilities:**

Hands-on experience in one or more of the following:

  * Endpoint Security

  * Firewalls

  * Web/Email Filter

  * Intrusion Prevention

  * Vulnerability Scanning

  * Penetration Testing

  * Forensics

  * SIEM

  * CASB

  * WAF

  * Application Whitelisting

Peterson Technology Partners (PTP) is an Equal Opportunity Employer that is
committed to diversity and inclusion in the workforce.

 **About the Company:**

Peterson Technology Partners (PTP) has been Chicago's premier Information
Technology (IT) staffing, consulting, and recruiting firm for over 23+ years.
Named after Chicago's historic Peterson Avenue, PTP has built its reputation
by developing lasting relationships, leading digital transformation, and
inspiring technical innovation throughout Chicagoland.

Based in Park Ridge, IL, PTP's 250+ employees have a narrow focus on a single
market (Chicago) and expertise in 4 innovative technical areas;

  * Cybersecurity
  * Artificial Intelligence
  * Data Science
  * Cloud & DevOps

PTP exists to ensure that all of our partners (clients and candidates alike)
make the best hiring and career decisions

Job Type: Full-time

Pay: $125,000.00 - $135,000.00 per year

Benefits:

  * Health insurance
  * Vision insurance

Schedule:

  * 8 hour shift

Supplemental Pay:

  * Bonus pay

Ability to commute/relocate:

  * Skokie, IL: Reliably commute or planning to relocate before starting work (Preferred)

Work Location: One location

"
Level5 Management,Level III Network Engineer,"Boca Raton, FL","Level5 is growing again!

We are a full service business technology provider (MSP) located in the heart
of Boca Raton Florida. We specialize in managed private cloud solutions,
helpdesk support, network monitoring and security, fully managed and
maintained by us.

 ***Only those with at least 5 years of MSP service experience as a**
**Network Engineer level II or III** **will be considered for this
position.***

 **Network Engineer III** installs, maintains and evaluates network systems
and communications. You will be required to conduct network maintenance and
infrastructure design, work closely with coworkers and clients to build,
design, and manage various complex networks.

 **Minimum Requirements:**

  * Must have at least 5+ years of Network Engineer level II or III in an MSP environment.

  * Must have experience responding to service calls, troubleshooting, and repairing issues independently.
  * Must be willing to work remotely at customer locations or Data Centers for on-site service calls.
  * Microsoft Windows 10/11/Server
  * Microsoft Active Directory
  * Extensive Microsoft 365 experience
  * Extensive experience with networks and subnetting.
  * Extensive experience working with physical and virtual servers, firewalls, switches and VPN

  * Must have experience with setting up, developing and maintaining computer networks within an organization or between organizations.
  * Must be a creative thinker and be able to design, implement and manage full network infrastructures.

 **Benefits include:**

  * Health Insurance
  * 401k
  * Paid time off
  * Quarterly Bonuses

Job Type: Full-time

Pay: From $90,000.00 per year

Benefits:

  * 401(k) matching
  * Dental insurance
  * Health insurance
  * Paid time off
  * Vision insurance

Schedule:

  * 10 hour shift
  * 8 hour shift
  * On call
  * Weekend availability

Supplemental Pay:

  * Bonus pay
  * Commission pay

Education:

  * Associate (Preferred)

Experience:

  * Network Engineer level III: 5 years (Required)
  * MSP environment: 5 years (Required)
  * Microsoft Active Directory: 5 years (Preferred)
  * Microsoft 365: 5 years (Required)
  * Physical and virtual servers: 5 years (Required)
  * Microsoft Windows Server: 5 years (Preferred)

Work Location: One location

"
Salina Regional Health Center,SR. NETWORK ENGINEER,"Salina, KS","  * **POSITION SUMMARY**

**Position Summary:**

The Senior Engineer demonstrates mastery in network design and implementation.
Will possess strong knowledge in network industry standards for network
infrastructure hardware and software systems. The Senior Engineer is
responsible for network infrastructure standards and design. Will focus on
network performance and improvement including the implementation of network
hardware, software, policies and standard operating procedures. Will function
as a mentor to IT staff.

  * **POSITION QUALIFICATIONS**

**Minimum Education**

      * Bachelors of Science majoring in Information Technology, Engineering, Computer Science, or related field. 

**Minimum Experience**

      * 4 years of experience as a network engineer or related advanced I.T. role preferred 

**Required Registration/License/Certification**

      * Cisco Certified Network Professional (CCNP) / Cisco Certified Internetwork Expert (CCIE) 

  
Location: Salina Regional Health Center · Information Technology  
Schedule: Full Time, Day Shift, M-F 8-4:30

"
Tech Support Minnesota,Network Engineer,"New Prague, MN","**Job Description Summary**  
The Network Engineer will provide technical assistance for our managed IT
clients. This position will be responsible for a variety of tasks including
configuring/deployment of network equipment, server infrastructure
maintenance/administration, and contributing to the ongoing development of our
client security standards library. The nature of these tasks will be conducted
mostly in-office but will require to be onsite at client locations for
installations and escalated support tickets that are deemed necessary.  
Partial work from home flexibility can be accommodated.

 **Essential Duties and Responsibilities**

  * Install and configure software and hardware for a variety of our managed clients
  * Manage network servers and other cloud-based system tools
  * Provide strategic guidance on internal process improvement initiatives and internal tool stack
  * Assist in driving best practices through the consultation and implementation of new client infrastructure plans
  * Develop and test agent procedure scripts to automate endpoint deployments
  * Assist in the development and implementation of client security improvements
  * Produce documentation to eliminate duplicate work efforts where possible
  * Troubleshoot escalated system issues/outages
  * Provide on-call support for after-hours client work-stoppage issues (10 weeks/year)
  * Contribute to the ongoing improvement of our office/team culture
  * Other duties may be assigned

 **Allocation of Duties**

  * Systems/Server Maintenance & Configuration 30%
  * Configuration & install new client software/networking equipment 40%
  * Responding to critical, work-stoppage support issues 25%
  * Other assigned tasks by management 5%

 **Knowledge, Skills, Experience**  
To perform this job successfully, an individual must be able to perform each
essential duty satisfactorily.  
The requirements listed below are representative of the knowledge, skill,
and/or experience we’re looking to add to our team. Reasonable accommodations
may be made to enable individuals with disabilities to perform the essential
functions.

  * Proven experience as a Network Engineer, System Administrator, or similar role
  * Experience with databases, networks (LAN, WAN), and patch management
  * Strong comprehension of Microsoft O365, 365 Cloud services (Exchange Online, Azure,Sharepoint, etc), various Windows Server operating systems, and remote server environments and standard security protocols (TLS, Modern Auth, MFA, etc)

  * Strong comprehension of firewall/switch/access point configurations
  * Experience with managing and restoring server backups (Local & Cloud)
  * General understanding and experience with Powershell.
  * Previous experience with a Managed IT Service Provider is a plus!

 **Personality Traits & Characteristics**  
An honest evaluation of the following characteristics is equally as important
as the above qualifications to ensure we’re able to protect our current office
culture. With every team member we add, we’re hoping to further develop our
team capabilities but also to add people that will be assets to our office
culture that we so highly value.

  * Customer Service o Manages difficult or emotional customer situations; Meets commitments and deliverables.
  * Problem Solving / Critical Thinking o Identifies and resolves problems in a timely manner; Gathers and analyzes information skillfully; Develops alternative solutions; Works well in group problem solving situations.
  * Professionalism / Accountability o Approaches others in a tactful manner; Reacts well under pressure; Accepts responsibility & accountability for own actions; Follows through on commitments; deploys integrity and maintains confidentiality in all situations.
  * Interpersonal Skills o Focuses on solving conflict, not blaming; Exhibits objectivity and openness to others' views; Gives and welcomes feedback; Contributes to building a positive team environment.
  * Quality o Demonstrates accuracy and thoroughness; Looks for ways to improve and promote quality; Monitors own work to ensure quality.
  * Initiative o Undertakes self-development activities; seeks increased responsibilities; Asks for and offers help when needed.

Job Type: Full-time

Pay: From $80,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Flexible schedule
  * Health insurance
  * Life insurance
  * Paid time off
  * Professional development assistance
  * Vision insurance

Schedule:

  * 8 hour shift

Supplemental Pay:

  * Bonus pay
  * Signing bonus

Education:

  * High school or equivalent (Required)

Experience:

  * Computer networking: 2 years (Preferred)
  * Server management: 2 years (Preferred)

Work Location: One location

"
Protocol Networks,"Sr Network Engineer - CCNP (R&S), Security","Marlborough, MA","We are hiring a **Sr. Network Engineer - CCNP R &S, and Security**

 _ **This is a REMOTE position. ***To be considered as a candidate you MUST
live locally; MA, RI, NH. Onsite work implementing solutions will be required
occasionally.**_

Compensation range is flexible based on experience.

 **Top Reasons to work with Protocol Networks**

  * Work remotely from home when not in front of clients. (VERY high percentage of Remote Work). Onsite work implementing solutions will be required.
  * Excellent compensation and overall package offered in addition to the base and bonus opportunities that includes benefits, PTO, paid training, etc.
  * Company is in a fast growth mode and working with excellent clients in the region.

 **What You Will Be Doing**

  * Designing & implementing technology solutions for clients that will address their needs in network
  * Working with a team of senior level Network Engineers to deliver solutions to enterprise clients in the region.
  * Developing and implementing comprehensive technical architecture that meets client needs
  * Creating corresponding bill of materials, selling document, and deliverables.
  * Learning additional relevant products and technical solutions as they come to market.

 **What You Need for this Position**

  * CCNP certification
  * Strong Layer 2&3 Networking expertise
  * Strong experience with the Nexus switches
  * Strong Data Center, Wireless, and OR Security experience is a PLUS
  * Excellent presentation and client facing skills
  * 8-10+ years of experience in a Network or Solutions Architect level role within the relevant space
  * Relevant certifications are a plus / sought: Additional CCIE's.

 **What's In It for You**

  * High visibility role with opportunity to move into Practice Management with strong levels of performance
  * Excellent overall package offered in addition to the base and bonus opportunities that includes full benefits, 401K match PTO, paid training, etc.
  * Company is in a fast growth mode and working with excellent clients in the region

 **Requirements:**

  *  **Active (or expired) CCNP R &S Certification **
  * Experience working in a Professional Services Consulting Environment
  * Work remotely. Onsite work implement solutions will be required.

About Protocol Networks

Founded in 2000, Protocol Networks is one of the fastest growing information
technology consultancies in New England, because unlike other IT consulting
firms, Protocol Networks focuses on solving business problems with technical
solutions. We use a practical business approach with all of our clients. Our
diverse customer base has given us the experience and knowledge to offer in-
depth and comprehensive solutions. Protocol Networks has regional offices in
Johnston, RI, Marlborough, MA, and Wrentham, MA.

Protocol Networks Inc., provides equal employment opportunities (EEO) to all
employees and applicants for employment without regard to race, color,
religion, sex, national origin, age, disability or genetics. In addition to
federal law requirements, Protocol Networks Inc., complies with applicable
state and local laws governing nondiscrimination in employment in every
location in which the company has facilities. This policy applies to all terms
and conditions of employment, including recruiting, hiring, placement,
promotion, termination, layoff, recall, transfer, leaves of absence,
compensation and training.

Protocol Networks Inc., expressly prohibits any form of workplace harassment
based on race, color, religion, gender, sexual orientation, gender identity or
expression, national origin, age, genetic information, disability, or veteran
status. Improper interference with the ability of Protocol Networks Inc’s
employees to perform their job duties may result in discipline up to and
including discharge.

Job Type: Full-time

Pay: $85,000.00 - $125,000.00 per year

Benefits:

  * 401(k)
  * Dental insurance
  * Flexible schedule
  * Health insurance
  * Life insurance
  * Paid time off

Supplemental Pay:

  * Bonus pay

Education:

  * Bachelor's (Preferred)

Experience:

  * Computer Networking: 6 years (Required)
  * Professional Services Consulting: 2 years (Required)

License/Certification:

  * CCNP certification - Active or expired. (Required)

Work Location: One location

"
Booz Allen Hamilton,Cloud Network Engineer Virtual Hiring Event,"Fort Bragg, NC","**The Challenge:**

Organizations are looking to modernize legacy expertise networks to software
defined networks but not every network knows how to engineer solutions that
meet all requirements. As a network engineer, you know how to build resilient
networks that takes advantage of the newest technology to include
infrastructure as code, software defined network enterprise, best of breed
internet service provider techniques and networks that connect several
different environments to include the cloud, on premise and disconnected edge.
What if you could use your network engineer skills to improve warfighter
communications? We need you to help us develop network solutions to some of
our customer’s toughest challenges.

As a Network engineer on our team, you’ll develop and sustain multiple secure,
resilient, and highly available networks to support mission critical
operations globally and on the edge. You’ll provide expert level
recommendations and capabilities based on your research of the current
environment and knowledge of various networking technology. Your technical
experience will be vital as you work with your customer to ensure standards
are met throughout the process. This is an opportunity to use the latest
network technologies as you look for ways to improve your customer’s
environment. As a technical leader, you’ll identify new opportunities to build
networking solutions to help your customers meet their evolving needs. Join
our team, as we transform warfighter communications, with networking
technology.

Empower change with us.

**You Have:**

  * Experience with designing, installing, configuration and troubleshooting expeditionary, global, regional and disconnected networks, including internal LAN traffic, WAN, Satellite communications, commercial leased lines, long haul circuits, distributed packet processing, data compression, encryption, and various data transport systems
  * Experience with engineering network capabilities using EIGRP, BGP, DMVPN, Multicast, MPLS, QoS and other WAN based technologies
  * Experience with evaluating projected network usage and reviewing utilization reports
  * Experience with troubleshooting and resolving technical problems with both on-site and remote administrators
  * Ability to communicate technical ideas and deliver briefings with cross functional teams and work at a high demand environment and provide technical expertise on all phases of system engineering activities
  * TS/SCI clearance
  * HS diploma or GED
  * DoD 8570 IAT Level II
  * Ability to obtain CCNP Security certification within 60 days of employment

**Nice If You Have:**

  * Experience with developing tactical, expeditionary cross domain solutions to deliver FMV across different environments, enclaves and networks
  * Experience with Agile development methodologies and working with Agile teams using collaboration tools uses Jira, Confluence, Discourse
  * Experience with analyzing network and bandwidth requirements, conducting requirement analysis, system availability and risk assessment
  * Experience with working with CM tools, including Gitlab, Git-centric and CI/CD workflows
  * Knowledge of network engineering in cloud and disconnected edge environments
  * Knowledge of python scripting, writing Ansible playbooks, rudimentary APIs or automation scripts
  * Knowledge of Infrastructure as Code

**Clearance:**

Applicants selected will be subject to a security investigation and may need
to meet eligibility requirements for access to classified information; TS/SCI
clearance is required.

**Technical requirements**

After signing up, you will be sent an email with instructions on how to
connect.  
Please be prepared to join the virtual interview from a quiet place using a
desktop or mobile device with a working speaker, microphone, and camera. Check
to see if your network connection can support an online session. A plugged in
ethernet cable or a strong WiFi network signal will help avoid time delays
during your conversation.

**What to prepare**

  * Resume

**Preferred dress code**

Casual (come as you are, but please be presentable)

**About Booz Allen Hamilton**

For more than 100 years, military, government, and business leaders have
turned to Booz Allen Hamilton to solve their most complex problems. As a
consulting firm with experts in analytics, digital, engineering, and cyber, we
help organizations transform. We are a key partner on some of the most
innovative programs for governments worldwide and trusted by their most
sensitive agencies. We work shoulder to shoulder with clients, using a
mission-first approach to choose the right strategy and technology to help
them realize their vision.

**What is a virtual interview?**

Virtual interviews help employers connect with job seekers when they are not
in the same physical location. Since hiring is a human process, employers
would like to talk with you online (chat, video or phone) to see if you meet
the requirements for the job.

"
