Company Name,Job Title,Job Location,Job Description
Peraton,Data Scientist,"Chantilly, VA","Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the world’s leading mission capability integrator and transformative enterprise IT provider, we deliver trusted and highly differentiated national security solutions and technologies that keep people safe and secure. Peraton serves as a valued partner to essential government agencies across the intelligence, space, cyber, defense, civilian, health, and state and local markets. Every day, our employees do the can’t be done, solving the most daunting challenges facing our customers.
Peraton’s Global Health and Financial Solutions Sector provides cutting edge solutions to customers ensuring health, financial and personal security. At Peraton, technology, policy, and process work together to support critical missions of consequence.

Peraton is seeking a Data Scientist to join our team of qualified, diverse individuals. The Selected candidate will support a contract within our Global Health and Financial Solutions sector, and will develop and implement technical or analytical applications to transform raw data to meaningful information to detect fraudulent activities or quality issues using data oriented programming language and visualization software. This position has On-Site and Remote opportunities available."
Allstate,Lead Data Scientist Consultant (Remote - Homebased Worker),"Northbrook, IL","The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.
You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities.
Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection. We are the Good Hands. We don’t follow the trends. We set them. Job Summary

This role is responsible for leading the use of data to make decisions. This includes: the development and recommendation of new machine learning predictive modeling algorithms, the coding/development of tools that use machine learning/predictive modeling to make business decisions, searching for and integrating new data (both internal and external) that improves our modeling and machine learning results (and ultimately our decisions), and discovery of new business problems that can be solved through the use of machine learning/predictive modeling. The role is responsible for assisting in the recruitment, selection, mentorship and development of junior data scientists. This role will also begin to manage projects of medium to high complexity.
Key Responsibilities

Uses best practices to develop complex statistical, machine learning techniques to build models that address business needs and to improve the accuracy of our data and data-driven decisions
Reviews, evaluates, communicates and makes recommendation on appropriateness of modeling techniques and results to team, leadership and stakeholders to ensure these are well understood and incorporated into business processes. Develops and executes communication strategy, keeping stakeholders informed and influencing business partners and senior leaders on the effectiveness of machine learning/predictive modeling to solve business problems.
Collaborates with outside business units and works on data and complex business problems in order to improve the effectiveness of business decisions and business results through designing, building, and partnering to implement machine learning/predictive models. Effectively understand the business' problems and requirements to identify the optimal modeling approach. Develops frameworks/prototypes that integrate data and machine learning/predictive modeling to make business decisions.
Identifies languages and tools that can bring efficiencies or needed techniques to the team. Identifies new areas of data, research and models and develops data sources that can solve business problems.
Utilizes effective project planning techniques to break down complex machine learning/predictive modeling and/or development projects into tasks, manage scope of projects, and ensure deadlines are kept. Manages various analytical and modeling projects with small number of team members.
Mentors and develops others
This job does not have supervisory responsibilities Preferred Qualifications

Education and Experience
Master’s or PhD and 5 or more years of related experience, preferred
Bachelor's and 8 or more years of related experience

Functional Skills
Proven experience in managing and manipulating large, complex datasets and ability to analyze and interpret moderate to complex concepts
Ability to provide written and oral interpretation of highly specialized terms and data, and ability to present this data to others with different levels of expertise
Experience working with Agile team and demonstrated analytic agility with ability to quickly learn and switch topics
Ability to use and learn a wide variety of tools and languages to achieve results
Proven ability to code and develop prototypes in languages such as Python, Spark
Ability to lead a project team of various skills levels
Ability to manage a wide range of loosely defined moderate to complex situations, which require application of creativity and originality, where guidance and counsel may be unavailable
Ability to train, develop, and teach more junior modelers
Experience in using statistical modeling and/or machine learning techniques to build models that have driven company decision making
Knowledge of advanced machine learning techniques and libraries
The compensation range for this position is $123,000 to $154,000 per year based on experience and qualifications.

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit allstate.jobs/benefits/

Learn more about life at Allstate. Connect with us on Twitter , Facebook , Instagram and LinkedIn or watch a video .

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “ here ” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “ here ” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment."
Liberty Mutual Insurance,Senior Data Scientist (remote),Remote,"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Liberty Mutual is an equal opportunity employer. We will not tolerate discrimination on the basis of race, color, national origin, sex, sexual orientation, gender identity, religion, age, disability, veteran's status, pregnancy, genetic information or on any basis prohibited by federal, state or local law.

18"
"The Travelers Companies, Inc.",Data Scientist,"Hartford, CT","Company Summary
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Job Category
Analytics & Research
Target Openings
1
Travelers Data Scientists are taking the organization to the next level of intelligence by using advanced statistical techniques and machine learning algorithms. As a Data Scientist, you will work with business partners to tell the story using data by identifying challenges and opportunities for data analysis and experiments. You will build models that solve key business challenges and enhance our customer experience."
Apple,"AI/ML - Annotation Analyst, Hebrew Language","San Diego, CA","Summary
Posted: Jan 26, 2022
Weekly Hours: 40
Role Number:200337403
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. The people here at Apple don’t just craft products - they build the kind of wonder thatʼs revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Are you interested in being part of a team that continues to innovate the way people and machines interact? The launch of Siri was a defining moment in the history of Artificial Intelligence. Siri offers a faster, easier way to get things done on your Apple devices, even before you ask. Millions of people now use Siri to send messages, play their favorite song or even take a selfie. The AI/ML team is passionate about technology with a focus on enriching the customer experience. We are looking for a motivated Annotation Analyst that demonstrates active listening, integrity, acute attention to detail, and is passionate about impacting our customer's experience. Bring passion and dedication to your job and there's no telling what you could accomplish. This position is located at the Apple corporate campus in San Diego, CA."
The Alacer Group,Data Science Analyst (Financial Industry),Remote,"Lead Data Science Analyst – Financial Institution
Job description
Do you want to contribute to making today’s interconnected financial world safer utilizing your skills and experience in sophisticated data query and advanced analytics? Do you want to be part of an exciting journey where data talks to you, you make sense of data and you help management make business decisions based on Big Data?
What is your role?
As a senior data science analyst, you will lead the development and implementation of advanced analytics for analyzing data problem surrounding the credit card business, providing solutions across a range of functions, including customer segmentation, optimization, prescriptive analytics, and machine learning based decision making on Big Data. You will operate as a subject matter expert on statistical analysis of customer data and providing management with effective modeling & application for financial impact analysis, while presenting and providing insight into periodic performance metrics. You will collaborate with cross-functional partners to understand their business needs, formulate, and complete end-to-end analysis that includes data gathering and analysis. Your projects will culminate in delivering effective presentations of findings and recommendations to multiple levels of leadership, creating visual displays of quantitative information."
Discover,Principal Data Science,"Crystal Lake, IL","Discover. A brighter future.
With us, you’ll do meaningful work from Day 1. Our collaborative culture is built on three core behaviors: We Play to Win, We Get Better Every Day & We Succeed Together. And we mean it — we want you to grow and make a difference at one of the world's leading digital banking and payments companies. We value what makes you unique so that you have an opportunity to shine.
Come build your future, while being the reason millions of people find a brighter financial future with Discover.
Job Description
At Discover, be part of a culture where diversity, teamwork and collaboration reign. Join a company that is just as employee-focused as it is on its customers and is consistently awarded for both. We’re all about people, and our employees are why Discover Be the reason we help millions of consumers build a brighter financial future and achieve yours along the way with a rewarding career."
Engtal,Data Scientist,Remote,"The company:
My client is the premier Industrial AI company, providing a predictive analytics SaaS platform that empowers major industry leaders to optimize performance, reduce asset failures, and enhance safety. This company is a combination of machine learning, analytics, data visualization, and software development which allows delivery of actionable insights that make industry more reliable, productive, safe and secure.
What Data Scientists Do Here:
Data science is at the core of what they do. They collaborate with customers, engineering, product, and other teams to contribute insights and data science best practices to all parts of the business."
NIKE INC,Machine Learning Engineer,"San Francisco, CA","Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

WHAT YOU WILL WORK ON"
Apple,"AI/ML- Machine Learning Engineer, Information Intelligence","Seattle, WA","Summary
Posted: Jan 24, 2022
Weekly Hours: 40
Role Number:200334002
The AI/ML Information Intelligence team is creating groundbreaking technology for artificial intelligence, machine learning and natural language processing! The features we create are redefining how hundreds of millions of people use their computers and mobile devices to search and find what they are looking for. Our universal search engine powers search features across a variety of Apple products, including Siri, Spotlight, Safari, Messages and Lookup. As part of this group, you will be doing large scale machine learning and deep learning to improve Query Understanding and Ranking of search and developing fundamental building blocks needed for Artificial Intelligence. This involves developing sophisticated machine learning models, using word embeddings and deep learning to understand the quality of matches, online learning to react quickly to change, natural language processing to understand queries, taking advantage of petabytes of data and signals from millions of users and combining information from multiple sources to provide the user with results that best satisfies their intent and information seeking needs."
DoorDash,"Data Scientist / Senior Data Scientist, Analytics","New York, NY","About the Team
The Analytics team is looking for experienced Data Scientists and Senior Data Scientists to guide measurement, strategy, and tactical decision-making across the company across a variety of teams and levels. Data Scientists at DoorDash work to uncover insights and turn them into relevant recommendations, driving decisions for the entire organization. Analytics is integral to all operational areas at DoorDash. Please apply here for all non-managerial levels within the following analytics teams:
Growth - Consumer
Growth - Marketing
Logistics & Platform
Merchant & Sales"
The Home Depot,"Data Scientist, Marketing & Online (Remote)","Atlanta, GA","The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY

Position Purpose:
The Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role applies industry-leading analytical methodologies for working with large datasets to extract meaningful business insight and creatively solve business problems. Data Scientists are also responsible for ensuring that developed codes are documented into a library of reusable algorithms. Based on the specific data science team, this role would need to be knowledgeable in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.

As a Data Scientist, you will apply advanced analytics methods and algorithms for identifying trends and providing business solutions. This role is expected to present insights and recommendations to non-technical audiences and explain the benefits and impacts of the recommended solutions. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships, and focus on understanding the overall business area being supported.




This position typically reports to Manager or above

This position has 0 Direct Reports



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.

























-"
The Home Depot,"Data Scientist, Online Marketing (Remote)","Atlanta, GA","The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY

POSITION PURPOSE
The Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role applies industry-leading analytical methodologies for working with large datasets to extract meaningful business insight and creatively solve business problems. Data Scientists are also responsible for ensuring that developed codes are documented into a library of reusable algorithms. Based on the specific data science team, this role would need to be knowledgeable in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.
As a Data Scientist, you will apply advanced analytics methods and algorithms for identifying trends and providing business solutions. This role is expected to present insights and recommendations to non-technical audiences and explain the benefits and impacts of the recommended solutions. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships, and focus on understanding the overall business area being supported.




This position typically reports to Manager or above
This position has 0 Direct Reports and leads/manages projects



Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.





















-"
Apple,Computer Vision Data Scientist,"Seattle, WA","Summary
Posted: Sep 27, 2021
Role Number: 200292867
Do you have a passion for computer vision and deep learning problems? We are looking for someone who thrives on collaboration and wants to push the boundaries of what is possible today! The Video Computer Vision org is a centralized applied research and engineering organization responsible for developing real-time on-device Computer Vision and Machine Perception technologies across Apple products. We balance research and product to deliver Apple quality, state-of-the-art experiences, innovating through the full stack, and partnering with HW, SW and ML teams to influence the sensor and silicon roadmap that brings our vision to life.
Key Qualifications"
Advantage Technical,Data Scientist,"Laurel, MD","Job Title: Data Scientist
Job Location: Laurel, MD
Hourly Rate: Up to $81.93/hr depending on experience
Length of Assignment: 7 Months+

Job Summary:
Come join our team! We currently have an outstanding contract position for a Data Scientist / Operations Research Analyst with a minimum 2 years of professional experience in data science, advanced analytics, or operations research, including projects requiring statistics and data visualization expertise to join a leading research company located in Laurel, MD.
Job Description:
We are seeking data science and operations research expertise to support the national COVID-19 response.
Responsibilities:
Required:
Preferred:
Note:"
Ursus,Statistical Data Analyst - SQL,"Menlo Park, CA","Job Title: Statistical Data Analyst - SQL
Location: Menlo Park, CA
Duration: 6 months
Responsibilities
Work closely with the PM and members of the analytics team to understand opportunities for commerce on Facebook.
Produce ad hoc analyses to aid team in understanding user behavior, develop POVs, and drive decision-making.
Work closely with data scientists and data engineers to develop data infrastructure (data pipelines, reports etc) and other tools to make analytics easier and more effective."
Red Berry Innovations,Machine Learning Scientist,"Melbourne, FL","RBI is a service-disabled veteran-owned small business serving our nation’s interests and security needs by developing advanced technologies to solve challenging security and intelligence problems. We tackle important national challenges across a range of complex environments and systems including ground, sea, air, and space. Our multidisciplinary teams of engineers and scientists work in a collaborative research and development environment on ambitious projects focused on innovation. We are experiencing explosive growth and looking for talented team-centric people at all levels of experience that share our passion!
Responsibilities:
As a Machine Learning Scientist at RBI, you will be instrumental in the development and transitioning of solutions across all the company’s solution verticals. Your work will span multiple platforms and domains with solutions exhibiting varying levels of maturity, from prototyping novel solutions to transitioning developed algorithms to edge devices. This position will support our current DoD contracts and research and development in autonomous adaptive technologies. In this role you will have the flexibility and freedom to tackle challenging problems as you see fit with the support and collaboration of a diverse team of engineers and scientists."
Sapphiros.AI,Machine Learning Scientist,"Boston, MA","ABOUT
SAPPHIROS AI Bio is leading a transformation in the understanding of the correlation of genetics and cellular processes. With access to one of the worlds largest bio banks this individual will be at the heart of the most innovative project in bioscience. This position requires broad technical experience in designing, developing and implementing AI solutions.
Experience with complex data models and organizing structured and unstructured data is a requirement. The candidate should be independent and accustomed to taking initiative. The candidate must be scientifically independent, confident, and accustomed to taking initiative while problem solving. The position requires strong communication and organization skills.
ROLE"
AdVon Commerce,Data Scientist,"Dublin, OH","AdVon Commerce started with a vision: Solve e-commerce problems for retailers and publishers.
Our customers are so happy with our technology and are constantly asking us to expand our offerings. Hence, AdVon is pushing to increase the speed, efficiency, and resiliency of all our software. Armed with great technical talent our expanded product offering will be designed for the cloud and automatically handle infrastructure, optimization, availability, data protection, and more, so our publishers and retailers can focus on their core competencies, not managing tech solutions.
In our effort to expand the AdVon product offering we are actively hiring talented senior software engineers who can be part of a world class team which is already building a whole new product area for AdVon. This role is a unique opportunity to make a significant impact on our elastic, large scale, high-performance computing environment.
Who we’re looking for"
Huntsman,Data Scientist,"Houston, TX","Job Description :
Huntsman’s Global Reporting & Analytics team is now searching for a new Data Scientist who will be responsible for the creation of business and functional dashboards and visualizations of financial and functional performance metrics in support of business decisions. You will also work in close collaboration with the global Finance, Supply Chain, Marketing, Commercial and global S&OP teams within the Performance Products division with the potential to expand exposure across the company. This role is an active, full member in our Global Reporting & Analytics team at our corporate office in The Woodlands, Texas.
As the Data Scientist, you will:
Work closely with various teams by providing data visualization around business and functional performance."
Innovative Precision Health,Senior Data Scientist,Remote,"Job Responsibilities:
Project Delivery (70 - 85%)
Consult clients to define and refine business objectives towards data-driven decision problems
Research internal & external tools & methodologies to develop AIML solution concepts for client problem briefs..
Work with client & IPH team to rapidly prototype innovative AIML solutions including: data & requirements gathering, technological scoping and architecture, code implementation, insights delivery and recommendations.
Work with cross-functional client & IPH team to scale AIML solutions to production systems.
Strong communication skills to effectively translate complex analytical models into recommendations for business partners."
Clock Foundation,Data Scientist,"Torrance, CA","Data Scientist
The Clock Foundation seeks a highly motivated individual to join our dynamic team developing epigenetic aging clocks applying them to our mission of speeding the availability of treatments that prolong health and life expectancy.
Essential
A PhD (or equivalent experience) in a relevant scientific subject including but not limited to bioinformatics, biostatistics, or computational biology, with research experience in academia or industry
Proficiency with R for statistical programming
Proven ability to deliver high quality novel research in bioinformatics, biostatistics, or computational biology, for example through journal publications"
Conversion Logix,Data Scientist,"Austin, TX","Conversion Logix®, LLC provides a comprehensive suite of marketing software and services that enable customers to capture, connect, and convert prospects throughout their journey. We advise, plan, and execute digital marketing strategies to help customers maximize their ROI. Our suite of software and services allow customers to easily integrate with common CRM applications and scale lead generation across their business. Conversion Logix has been ranked on the Inc. 5000 and Austin Business Journal's Fast 50 Growing Companies and is a Premier Google Partner and Facebook Business Partner.
*
About the role:
*
*
As the company Data Scientist, you will support our product, sales, leadership and marketing teams by discovering insights gained from analyzing company data.
*
*
What you’ll do:"
Northrop Grumman,Principal Data Scientist- Tableau,"Chandler, AZ","Requisition ID: R10026850
Category: Research and Sciences
Location: Chandler - AZ, United States of America
Citizenship Required: United States Citizenship
Clearance Type: Secret
Telecommute: Yes- May Consider Occasional/Part-Time Teleworking for this position
Shift: Days (United States of America)
Travel Required: No
Positions Available: 1

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history."
EDWARD JONES,Data Scientist I,"Saint Louis, MO","At Edward Jones, we help clients achieve their serious, long-term financial goals by understanding their needs and implementing tailored solutions. To ensure a personal client experience, we have located our 15,000+ branch offices where our more than 7 million clients live and work.

In a typical branch office, a financial advisor meets with clients and receives branch office support, so they can focus on building deep relationships with clients. Headquarters associates in St. Louis, Tempe and Mississauga provide support and expertise to help U.S. and Canada branch teams deliver an ideal client experience. We continue to grow to meet the needs of long-term individual investors.
Data Scientist
Firm Analytics

Come join us in Firm Analytics, where we strive to unleash the full potential of data and AI to address business challenges. As a Data Scientist on our team, you will design, develop and deliver data science solutions requiring advanced mathematical methods, statistical and machine learning models in support of data-driven strategies. You will combine data from multiple sources to develop innovative solutions to business problems and collaborate with business partners and other data scientists to develop tailored analytic solutions that inform and influence business decisions across the firm.






Salary: $75962 - $129341
Category: Headquarters"
Elysian Staffing,Data Scientist/Machine Learning Engineer,"Mountain View, CA","Our client, a global tech brand, is adding a Data Scientist Manager to staff who will be responsible for analyzing data for the optimization of content delivery to consumers. Experience in AI and/or Machine Learning is mandatory. This will be an on-site work schedule - only local candidates to Mountain View, CA and New York, NY will be considered.
RESPONSIBILITIES:
· Deliver and interpret data efficiently with high auto-recognition coverage at low cost
· Build and iterate the label system to be the handle of managing all digital assets and support all business need
· Unlock the value of company’s data to power the whole monetization business
· Work with demand side from collecting requirements through to delivery"
Lancer Insurance Company,Predictive Modeler,Remote,"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:
· Identify areas where data can be used to improve business activities, defining business users’ requirements. Make recommendations for the usage of data in business and communicate the benefits and return on investment for application and product owners."
NIKE INC,"Sport Performance Principal Data Scientist - Open to remote work, except the following locations: SD, VT, and WV","Mulino, OR","Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Who we are looking for"
Apple,"AI/ML - Annotation Analyst, Chilean Spanish Language","San Diego, CA","Summary
Posted: Jan 26, 2022
Weekly Hours: 40
Role Number:200337405
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. The people here at Apple don’t just craft products - they build the kind of wonder thatʼs revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Are you interested in being part of a team that continues to innovate the way people and machines interact? The launch of Siri was a defining moment in the history of Artificial Intelligence. Siri offers a faster, easier way to get things done on your Apple devices, even before you ask. Millions of people now use Siri to send messages, play their favorite song or even take a selfie. The AI/ML team is passionate about technology with a focus on enriching the customer experience. We are looking for a motivated Annotation Analyst that demonstrates active listening, integrity, acute attention to detail, and is passionate about impacting our customer's experience. Bring passion and dedication to your job and there's no telling what you could accomplish. This position will be based out of the corporate campus in San Diego, CA."
Insurity,Data Scientist,Remote,"Who We Are
Insurity is a leading property and casualty insurance software and data analytics provider, working with some of the world’s largest insurers, brokers, and MGAs, including 15 of the top 25 P&C carriers in the US. With 900+ team members globally, 10 office locations, and 300+ customers, we have a deep understanding of the insurance business, unparalleled technology expertise, and a singular focus of delivering a simplified insurance experience to our customers.
Insurity's next Data Scientist
Our Data Scientist will be an integral part of Insurity Analytics, working closely and collaboratively with insurance domain authorities, data analysts, engineers, and customers. They will develop highly robust predictive models that provide significant and measurable results for our customers. Additionally, they will partner with the sales and marketing teams to perform then deliver modeling proofs-of-concept & retro-tests, as well as help craft and deliver compelling product performance reads, product & concept education, and value proposition messaging."
NIKE INC,"Senior Data Scientist, Sport Activity Open to remote work, except the following locations: SD, VT, and WV","Scappoose, OR","Become a Part of the NIKE, Inc. Team

NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Who we are looking for

We are looking for experienced data scientists who are excited to help Nike members along their fitness and wellness journey. You excel at formulating a member need or product strategy into a tractable machine learning or statistical problem. You love diving into the data, modeling it, and engineering the production solution. You think probabilistically and causally. You love the science for itself. You stay up to date on the newest research and are excited to figure out how we can apply it to serve our members.

We are looking for scientists who will continue to strengthen the collaborative, open, and inclusive culture that we have built. Our work in activity is new, so we are looking for scientists who are excited about green space. Who are excited to help build a new team and solve big new problems. Who thrive in a dynamic space and want to drive important efforts independently.

What will you work on

Sport Activity Senior Data Scientists will personalize Nike’s fitness and wellness experiences, building towards a cutting edge AI coach built atop scientific expertise, with hardware and camera integration.

healthy, high energy, balanced, andmotivated. You will partner with our product team and product and platform engineers to deploy models, evolve the experience, and evaluate tests. You will build from the data an understanding of user response to drive strategic goals rather than easy to capture real time measures. You will synthesize findings to help guide product decisions, influencing product roadmaps and strategic direction.

Who will you work with

You will be a Senior Data Scientist reporting to the Senior Director of Sport Activity Data Science. You will work with other senior and principal sport activity data scientists. The team embeds with product and engineering teams that deliver Nike’s physical activity digital experiences including the Nike Running Club (NRC) and Nike Training Club (NTC) apps. You will also work closely with platform and data engineering teams. As a scientist in the Consumer Data Science group, you will participate in our data science labs, study groups, and team activities.

What you bring

Minimum Qualifications

computing, both for data and optimization

Preferred Qualifications

Open to remote work, except cannot work in South Dakota, Vermont, and West Virginia. These candidates will be required to relocate.

For employees based in Colorado, this position starts at $140,000 per year. Information about benefits can be found here.

NIKE, Inc. is a growth company that looks for team members to grow with it. Nike offers a generous total rewards package, casual work environment, a diverse and inclusive culture, and an electric atmosphere for professional development. No matter the location, or the role, every Nike employee shares one galvanizing mission: To bring inspiration and innovation to every athlete* in the world.

NIKE, Inc. is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability."
