,Job Title,Company Name,Job Description,Unnamed: 0
28,-1,-1,"A.N. Webber Logistics is a family owned and operated transportation company, headquartered in Kankakee, Illinois. Since 1947, we have provided best in class transportation, logistics, and warehousing services to customers across various industries.
We are looking for one experienced individual to join our team as a Pricing Analyst!
Job Responsibilities:
Develop new pricing and analytical strategies
Lead and manage the RFP process with existing and new customers
Identify opportunities for growth, profit maximization, and network improvements through pricing strategies and tactics",
29,-1,-1,"Digital Marketing Specialist
We are growing! Gerard Daniel Worldwide, a supplier of wire mesh filtration and separation solutions is seeking a dynamic and enthusiastic B2B Marketing Specialist.
With an aggressive growth plan in place, we are seeking an individual who is familiar with digital lead generation and the tools used to implement it. You will be working closely with our 3rd party digital and marketing communication providers to implement our digital strategy through our external website, social media presence and marketing automation platform.
We manufacture and fabricate many technical products both in the US and with our global partners. We are seeking an individual who is comfortable liaising throughout the organization, whether this is on the production floor, talking to our sales team or organizing executives for case studies.",
30,-1,-1,"At Andersen Material Handling, we are the trusted provider of material handling solutions, equipment, engineered systems, and the ultimate in customer support. We have 60 years of service and recognition in the industry.
POSITION SUMMARY
This position requires an innovative and visionary professional with experience in market data analysis and working closely with the Sales Division to ensure attainment of company sales goals and profitability.
Manage Social media: Set policy, train, and assist Sales, Business Development and other departments with using social media for prospecting, recruiting, etc
Work with Marketing and Business Development Mgr. to develop and execute sales and marketing campaigns.",
31,-1,-1,"Current Living Spaces Employees: Please apply via your internal Workday Account.
Living Spaces is a growing home furnishing brand and we continue to open new locations. We know in order to stay current with the times and trends, we have to perpetually update our look and selection. What has truly sustained our growth — from 1 to over 20 locations, from 100 employees to over 2,000, from a humble home furnishings store to a widely recognized and respected lifestyle brand — are the talented individuals who have taken us there. We are looking for innovative, driven, and passionate professionals to join our team so we can reach even greater heights together.

We believe that a great team member experience leads to an even better guest experience. That is why we place a huge emphasis on building a great culture within our teams. Our ideal candidate will have natural talent: meaning, they possess the capacity and commitment, along with an openness to being coached around skills that will ensure they delight and exceed the expectations of our guests in all areas of Living Spaces business. We also believe in our team members taking ownership of their performance and how that contributes to the overall success of their role.
The Marketing Analyst will be responsible for analysis of marketing campaigns, promotion tactics and channel effectiveness, as well as support analysis of market and customer behavior and attitudes. Will maximize our utilization of analytics in strategy development and business decision-making",
32,-1,-1,"Overview:
Become an integral member of the Bank’s internal marketing and sales agency. Take a hands-on approach implementing digital marketing campaigns to attract, deepen and retain clients. This position is responsible for the execution and measurement of a wide range of digital marketing initiatives including social media, online and other forms of digital advertising, website optimization, email campaigns, online banking and mobile applications. This person will work closely with the Digital Marketing Manager and Content Marketing Manager to create the ultimate digital experience for the Bank’s customers.
Responsibilities:
Execute with direction from the Digital Marketing Manager website optimization, including content updates, SEO, while ensuring continuous compliance and increasing traffic to Century Bank websites
Qualifications:",
33,-1,-1,"Digital Marketing Specialist
With an aggressive growth plan in place, we are seeking an individual who is familiar with digital lead generation and the tools used to implement it. You will be working closely with our 3rd party digital and marketing communication providers to implement our digital strategy through our external website, social media presence and marketing automation platform.
We manufacture and fabricate many technical products both in the US and with our global partners. We are seeking an individual who is comfortable liaising throughout the organization, whether this is on the production floor, talking to our sales team or organizing executives for case studies.",
34,-1,-1,"JOB DESCRIPTION
JOB TITLE: Pricing Analyst
LOCATION: Breese, IL
DATE ESTABLISHED OR REVISED: March 2021
OVERALL JOB DESCRIPTION
ShelterLogic Group is the world’s most dynamic leader in shade, shelter, storage, and outdoor lifestyle products. We are seeking a Pricing Analyst at our Breese, IL Facility. This position provides support to cross functional teams throughout ShelterLogic and reports directly to the Pricing Director.",
35,-1,-1,"Marketing Manager
Love Where You Live! Love Where You Work! Arive Homes is looking for an outgoing, friendly, Marketing Manager.
Job Responsibilities:
Markets products by developing and implementing marketing and advertising campaigns.
Tracks sales data, maintains promotional materials inventory, plans meetings and trade shows, maintains databases, and prepares report.
Implements marketing and advertising campaigns by assembling and analyzing sales forecasts; preparing marketing and advertising strategies, plans, and objectives; planning and organizing promotional presentations; and updating calendars.",
36,-1,-1,"Requisition ID: 42666
Whirlpool Corporation is consistently recognized by Fortune Magazine as one of the World’s Most Admired Companies. Our values are the driving force behind everything we do. Respect, integrity, diversity and inclusion, teamwork and the spirit of winning propel our teams to excellence. Get to know us and see what it's like to be part of the world's leading major home appliance company.

Function Overview:

Whirlpool is looking for qualified candidates for the role of Senior Analyst, Procurement. The role will be located at our Riverview Campus in Benton Harbor MI.Today, you might be working on a supply agreement. Tomorrow, you'll be creating a commodity strategy for the US and Mexico, and aligning with global counterparts, process partners, and senior leaders. You will also be communicating strategies and meeting with senior leaders in the sourcing council on strategy, sourcing awards, and/or supplier exit strategies.",
37,-1,-1,"Here at Atlantic Bay, we focus on genuinely caring for both our customers and team. We pride ourselves on being adaptable and energetic, especially in fast-paced environments! Our goal is to continuously inspire growth, for each of our team members to reach their goals and aspirations, all the while having fun. We’re in the business of lending peace of mind, whenever, wherever, however.

Atlantic Bay Mortgage Group, recently voted #1 in the nation as the best large mortgage company to work for by National Mortgage News, is seeking a Digital Marketing Manager.",
38,-1,-1,"One Planet Group , the leading online marketplace for locally-targeted advertising, is seeking a
Search Marketing Analyst, who will fit in to a very fun and fast paced environment, and has the ability to be very hands-on and a team player. This person will play a critical role in driving our profitable growth by being responsible for online traffic acquisition with search engine marketing (SEM) and Pay per Click (PPC) channels across multiple verticals. Candidates should be comfortable with managing multiple Paid Search campaigns and demonstrate a proven track record of maximizing internal KPIs such as profit, revenue, and conversions.

Culture: Woven through One Planet is a culture that values diversity and inclusion, unity, service to humanity, and excellence in all things. This commitment makes One Planet a company that strives to implement best business practices while also seeking to foster an environment that promotes equality, love, and empowerment. As a member of the One Planet team, the potential candidate is expected to be a pillar that exemplifies and reinforces this culture.",
39,-1,-1,"About Us
Zirc Dental Products is an organization built on efficiency and fun. After 54 years in business, we offer some of the most sought-after dental products and services in the industry. Our core focus is “Making dental teams safe, happy and efficient” so they can focus on what is most important – patient care.
We celebrate our successes (big and small) but are not afraid to learn from our failures. Our leadership team is made up of solid change agents who embrace creativity. Think outside of the box? How about git rid of the box altogether?! We are a progressive team that encourages each other to share their passions, ideas, and challenge the status quo.
Our employees are family and are our most important asset. In exchange for their talent and drive, team members are provided with an engaging workplace and the resources they need to learn, thrive, and grow in their careers.",
40,-1,-1,"First things first...... What's in it for you?:
We offer a competitive benefit and perks package to include medical and dental insurance, company paid life insurance, 401k with an excellent employer match, generous quarterly bonus program, 3 weeks of time off per year, 10 paid holidays per year, 401k with an excellent employer match, promotional opportunities and more!
Position Information:
The Digital Marketing Specialist position is responsible for digital marketing, content marketing, SEO optimization, using social media and other modern methods to optimize and promote DECO Products Company as the #1 Zinc Die Caster. This position will also utilize tools to extract, analyze and report analytics to be measured against goals.",
41,-1,-1,"Walberg Family Pharmacies
Digital Marketing Specialist
Reports to: Creative Director
Responsibilities:
Planning, developing, implementing and managing digital strategy
Development and maintenance of websites
Optimize web presence by implementing and monitoring search optimization
Monitor digital analytics and metrics to track success of campaigns",
42,-1,-1,"Legacy Home and Ryan Studio are wholesale manufacturers of luxury home furnishings including bedding, sheeting, draperies, and decorative pillows and are seeking an experienced Marketing Coordinator.
Qualified candidates will be creative self starters will the ability to effectively manage multiple ongoing projects in a fast paced environment.
Responsibilities will include:
Creation and maintenance of sales materials including sampling, price lists and marketing collateral
Website updates and maintenance
E-mail newsletters and social media",
43,-1,-1,"It's fun to work in a company where people truly BELIEVE in what they're doing!
We're committed to bringing passion and customer focus to the business.
POSITION DESCRIPTION:
Oversees, implements, supports and monitors a group of Creatives to effectively achieve project and departmental goals. Work directly with Senior Advertising Executive to identify opportunities to maintain or improve final results among all efforts. Works in collaboration with internal customers and provides creative direction team on assigned projects. Leads development of AEP marketing materials including those required in MOTA committee and ensures CMS deadlines are reached.

RESPONSIBILITIES
In charge of managing internal client petitions.
1. Lead MOTA meeting and follow-up on weekly status from all internal departments
2. Lead AEP materials creation along internal departments, ranging from product communication, book covers, enrollment forms, sales presentations and any other material needed to support enrollment period
3. Distribute jobs and manage the flow of day-to-day operations according to corporate priorities.
4. Keeps a clear record and tracks all creative work developed internally
5. Establishes priorities for the Creative Team in order to meet deadlines.
6. Identifies team’s potential and assign jobs accordingly.
7. Provide clear instructions to team members.
8. Work closely with the Marketing Specialist in order to ensure all efforts are within CMS Marketing Guidelines.
9. Works closely with the Business Solutions Department in requesting quotes, sharing final artwork, selecting appropriate materials and final distribution of petitions handled by the Marketing Department as well as petitions from internal clients.
10. Receives invoices, handles check requests and prepares New-Vendor forms as needed
11. Other duties as assigned",
44,-1,-1,"Zimmerman Architectural Studios is an award-winning, multidisciplinary architecture, planning, engineering, and interior design firm located in Milwaukee’s Menomonee Valley. We’re in the midst of a big transition with fresh leadership, highly engaged staff, and a new vision for the future. We’re proud of our deep experience and great history, but are laser focused on what’s yet to come, reframing the firm as a “114-year-old startup”. Join us and help shape the future of our firm!
We are seeking a highly creative and detail-oriented individual to develop compelling marketing materials that support firm strategic goals and build strong brand equity. As an integral part of our Marketing Team, you’ll play an active role in how we evolve our brands and marketing channels.
Responsibilities:",
45,-1,-1,"Job Location
Oconomowoc, WI US
Address
1055 Corporate Center Dr (Oconomowoc), WI 53066
Job Category
Accounting & Finance
ABOUT US (AND OUR EXCITING FUTURE)
Menasha Corporation is all about possibilities. Our two businesses, Menasha Packaging and ORBIS Corporation, are leaders in their industries, providing corrugated and plastic packaging products and related services to major global companies.",
46,-1,-1,"Cow Creek Government Office
Position Description
Position Title: Communications/Marketing Manager
Department: Administration
Reports To: CEO
FLSA Designation: Exempt
POSITION PURPOSE:
Oversees the Tribes Marketing and Social Media websites. Composes communications to employees,",
47,-1,-1,"Company Description

A LITTLE ABOUT US:
Dungarvin is a national organization of privately owned companies that provide high quality, community-based supports to people with intellectual and developmental disabilities, people who are faced with mental health, behavioral or significant medical challenges, and to children and their families. Because each individual we support is unique, we strive to provide services that are tailored to each person's own hopes, dreams, goals and needs. Under the support of Medicaid and Community Support Waivers Dungarvin is proud to create custom solutions to each person served.
FUN FACT:
Our founders, Tim and Diane Madden opened the first Dungarvin program, an ICF/MR serving 15 people, in St. Paul, Minnesota, in March 1976; a mere 4 months after the conception of its idea. For the next 3 years Tim and Diane slept on a mattress on the floor and worked as the first live-in support staff for that program! Through the success of that program Dungarvin has grown to employ approximately 4,233 people who currently provide supports to over 4,712 individuals across 14 states with their continued leadership",
48,-1,-1,"Depending on your previous experience, you can join our company at the Associate Product Analyst or Product Analyst level. We are seeking multiple Analysts who will align with the following Business Teams:
U.S. Foodservice and National Account Beverage Business
International
Applying to this position means we will consider you for all available positions including both levels and Business Teams.
Join one of our newly developed Business Teams to assist in the development of business and product strategy, provide analytical support, and apply business sense and creativity to help identify issues, solve problems, and generate ideas.
The Associate Product Analyst will thoroughly learn a portfolio of product lines within a particular Business Team and will:",
49,-1,-1,"Are you looking to use your analytical, critical thinking, and communication skills? Do you enjoy solving problems, working with numbers and data to make a positive impact on clinical trials?

If so, we'd love to meet you.

Who are we?
We Are PRA.
We are 17,000+ employees strong, operating in more than 90 countries. We are committed to saving lives and we are constantly striving to be the best at what we do. Our impact is real and we see it every single day. We help get life-saving drugs into the hands of those who need them most.
Responsibilities",
50,-1,-1,"Requisition ID: 42445
Whirlpool Corporation is consistently recognized by Fortune Magazine as one of the World’s Most Admired Companies. Our values are the driving force behind everything we do. Respect, integrity, diversity and inclusion, teamwork and the spirit of winning propel our teams to excellence. Get to know us and see what it's like to be part of the world's leading major home appliance company.

Ecommerce Merchandising Senior Analyst

Function Overview
Whirlpool is currently seeking qualified candidates for our Ecommerce Merchandising Senior Analyst role. This person will help drive the success of our Ecommerce business by creating and executing innovative merchandising plans.",
51,-1,-1,"Position Description:
Performs advanced level of work related to allocating volumes and billing based on nominations to transportation and exchange, Pipeline Capacity Lease programs (PCL), and gas marketing companies.
Prepare and monitor daily/monthly scheduling, allocations, confirmations, posting of capacity releases and dispatching of gas volumes.
Analyze, monitor, and resolve volume discrepancies, imbalances, settlements, allocations, measurement issues and capacity issues.
Interact with producers, transportation customers, employees of gas marketing and pipeline companies and others responding to inquiries related to nomination/scheduling issues, balancing, inquiries, and/or flow issues.
Provide guidance and information to company employees, transportation customers, marketers, and interconnecting pipeline companies on matters related to gas volume nominations, allocations, and capacity releases.
Review, maintain and/or prepare information and correspondence including but not limited to:
Imbalances/settlements
Invoices
Allocation statements
Volume reports
Operational balancing agreements
Off-system sales
Capacity Release Rules and Documentation
Training documents for web users
Bulletin Board positing
Tariff rates and general terms and conditions
Desk procedures
Regular and reliable attendance is required in performance of job.
Employee may be required to perform additional duties as assigned.",
52,-1,-1,"At Virtual Radiologic (vRad) you make a difference. Your skills, energy, and passion for results drive us to achieve strategic growth objectives and deliver quality patient care across the United States.
Virtual Radiologic is a national radiology practice and leader in the development of radiologist workflow technology. The dedication of vRad team members enables us to sustain our unique market-leading position and to provide the best quality and service to our customers and the patients we jointly serve. vRad team members exhibit energy and a passion for service excellence in our casually professional and collaborative work environment. We continually reward team members who embrace our fast-paced culture and who go the extra mile for our customers with internal recognition programs.
At vRad you make a difference.",
53,-1,-1,"voestalpine Roll Forming Corporation Virtual Interviews

Event Details
Date: Monday, April 12, 2021, Tuesday, April 13, 2021, Wednesday, April 14, 2021

What We're Hiring For

Financial Analyst, FP&A

Safety Technical Support Specialist / Safety Specialist

Intake Details:
Technical requirements

After signing up, you will be sent an email with instructions on how to connect.
Please be prepared to join the virtual interview from a quiet place using a desktop or mobile device with a working speaker, microphone, and camera. Check to see if your network connection can support an online session. A plugged in ethernet cable or a strong WiFi network signal will help avoid time delays during your conversation.

What to bring to this event

Please provide your resume in advance - submitting your online application ahead of time is preferred

What to wear

Casual (come as you are, but please be presentable)

About voestalpine Roll Forming Corporation

RFC’s story begins with one man’s vision of a company that would be prosperous while proactively meeting each customer’s needs. It would be a company built on a foundation of dedicated employees, sustained by a strong work ethic and creative ideas while always respecting the needs and contributions of individuals.

We have expanded into an additional Shelbyville location! Join us.

We Engineer. We Form. We Solve.
With a history dating back to 1947 and supporting some of today’s most recognized manufacturers, voestalpine RFC’s advanced roll forming operations deliver custom shapes and complete assemblies that conform to the most demanding specifications. And with engineering, design, tooling and manufacturing all co-located within close proximity to each other, we can deliver fully integrated roll forming solutions that produce larger volumes of components with exceptionally high quality standards while still meeting strict cost controls.

health, dental, vision, life and short-term disability insurances, 401K retirement savings match (traditional or ROTH), health savings plans, and quarterly profit-share bonuses.

What is a Virtual Hiring Event?
Virtual hiring events are a great way for employers and jobseekers to connect, even if they aren't in the same physical location. Hiring is a human process, and they would like to talk with you online (either through chat, on the phone, or video) to see if you’re a fit!

https://www.rfcorp.com/careers

https://www.youtube.com/embed/u43a7yRYuqg



Do you have the required 2 or more years' experience


If Safety Role - Do you have your OSHA 10 and/or 30 hour certification? (If Finance role, N/A so please mark yes)


Do you have Bachelor's degree? (Or five or more years' equivalent in experience or training)


Will you be willing to apply on the company jobs site, www.rfcorp.com/careers

Financial planning & analysis professional to support the management team for our manufacturing company. This person will be attentive to detail, strongly analytical with an ability to communicate effectively with team members cross-functionally and at all levels within our organization.

Ideal candidates will have experience in manufacturing environments, strong analytical and problem-solving skills. Self-starter and independent worker who enjoys working cross-functionally on projects that influence organizational decisions? Apply now!

Qualifications and Core Competencies - To perform this job successfully, an individual must be able to perform each essential duty satisfactorily and possesses the competencies and skills listed. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.


Bachelor’s degree in Accounting, Finance or related field. Extensive experience and/or training of ten or more years may be considered in lieu of degree.
Two or more years’ related experience in finance or accounting role.
Proficient in Microsoft office products (especially Microsoft Excel), MRP/ERP, and accounting packages.
Willingness to work on-site at Shelbyville, KY location and ability to travel to other locations as needed.
US Person (meets ITAR/EAR requirements)


Experience in the manufacturing industry
Prior experience in financial analysis

While a flexible remote-working option is available on an occasional basis, this position will be based out of our Isaac Shelby Drive location in Shelbyville, KY.

_________________________________________

Analyzes and forecasts financial, economic and other data to provide accurate and timely information to influence strategic and operational decisions. Utilizes strong analytical, organizational, time-management, and problem-solving skills to execute projects that support management and executive management teams.

Essential Duties and Responsibilities include the following. Other duties may be assigned.

Assists in the routine preparation, maintenance and analysis of monthly, quarterly and annual forecasts
Supports preparation of internal management reports and comprehensive analysis of financial results to support management and executive management teams
Assists in the planning and creation of the annual budget
Prepares ROI analysis on new projects and performs post-completion analysis on past projects
Supports preparation and compilation of quarterly reporting packages for the Board of Directors and executive leadership team
Supports strategic planning, budgeting, tracking and approval of capital investment projects. Works with project owners to organize and arrange capital investment requirements for committee presentation, rigorously challenging assumptions and financial justifications, ensuring compliance with capital policy, and supporting Accounting in the recording of capital transactions to ensure proper treatment
Supports month end financial statements and analyses
Prepare other management reports and analytics such as weekly sales results, monthly and quarterly commentary on results, regular updates to sales and EBIT forecasts, and others as required
Develop and improve forecasting model to aid in predicting profitability and cash flow results
Support sales and business development teams to identify viable business opportunities and filter out undesirable leads
Participate in ad hoc projects such as special situation analysis to help identify cost savings, evaluate expansion/reduction opportunities, and ensure efficient uses of capital resources
Assist Accounting, IT, Sales, Business Development, and HR with data projects
cash flow basics/analysis, time value/discounted cash flow, internal rate of return, net present value, payback, lease vs. own analysis and an understanding of cost of capital
Travel occasionally, as required",
54,-1,-1,"This Marketing Manager position will get your engine revved! We are looking for the best to fill this exciting role!
Five Star Race Car Bodies and Fabricating, a privately held, fast growing expert in manufacturing quality large complex composite racecar body panels seeks an impact player and difference maker to join our Marketing Team who is detailed and a natural at building professional relationships.
At Five Star we are the experts in our industry because of the people we employ. See, we don’t just hire anyone – we hire those who take pride in their work regardless of the position. The Marketing Manager will play an important role in the Marketing Department and will work closely with the team to support and drive marketing, social media and business development initiatives. The ideal candidate will have excellent communication skills, experience in social media, and thrive in a team environment.",
55,-1,-1,"Marketing & Scheduling Assistant
Responsibilities Include:
Marketing and planning Insurance events.
Scheduling appointments through leads.
Client follow up.
Various office tasks.
Related keywords: marketing, marketing assistant, social media, assistant
Job Type: Full-time",
56,-1,-1,"The Senior Financial Analyst will have exposure to a wide variety of financial responsibilities including a rotational onboarding experience within the Finance and Accounting team. The innovation and curiosity the Senior Financial Analyst will bring to this role will take them from a behind-the scenes analyst to actively building effective systems to support the future of our Finance group around the globe.
This role is critical in developing the systems and processes necessary for collecting accurate financial data, supporting efficient accounting activities, and designing financial analyses and tools that enable leadership to thoughtfully manage and grow the organization. Success in this position will require a heart for connecting with others, an analytical approach to problem solving, strength in identifying & communicating financial insights, and a passion for continuous improvement
**
*Daily Management*",
57,-1,-1,"Wesley House Family Services is a nationally accredited not-for-profit organization dedicated to protecting and nurturing children and strengthening families with services spanning Monroe County, Florida. Social services provided by WHFS include: Full case management, Intensive preservation services, Enhanced-in-home services, Intensive family reunification services, Prevention & intervention services, Foster care & adoption services, Health families Monroe and Inez martin child development center.
What you'll be doing-
Administers routine accounting operation tasks to include: Preparing monthly recurring and general journal entries as needed, reconciling Asset and Liability accounts monthly with Controller and processing payroll on bi-weekly basis.
Maintains all Utilization spreadsheets and assists Controller with completing monthly financial reports.",
58,-1,-1,"eCommerce & Marketing Specialist
We are an emerging Food company with a great line up of healthy consumer packaged goods. Are you an eCommerce marketer with a growth-hacking mindset and you’re passionate about creating the best possible user journey, we would like to hear from you! We are looking for an eCommerce & Marketing Specialist that has a proven record with similar companies and that is quickly able to move the needle in consumer behavior.
The eCommerce Specialist will handle all aspects of the website, eCommerce
platforms, and online marketplaces to generate sales, conduct market analysis,
support fulfillment and delivery teams to ensure satisfaction, and develop
eCommerce digital marketing strategies.
Responsibilities",
59,-1,-1,"WellSky is looking for a detail-orientated Senior Marketing Specialist to join our team. As the Senior Marketing Specialist you will assist in the strategy, development, implementation, and optimization of digital and traditional marketing campaigns. You will also contribute to building a measurable, repeatable, automated process that fuels demand generation, lead qualification and lead nurturing.
A day in the life!
You will be responsible for the following:
Implement innovative marketing campaigns, including programming campaigns in Marketo and Salesforce and tracking performance
Translate complex data into simple graphs and text",
60,-1,-1,"Function
This position is primarily responsible for supporting the Risk department’s mission of ensuring ongoing compliance with applicable regulations and sound banking business practices throughout all operating areas of the credit union. This individual will support the compliance and AML/BSA functions with focus on the development, implementation, and maintenance of the credit union’s regulatory compliance program. The candidate will regularly review compliance or business line audit and test results to assist with/perform analysis against regulatory requirements and credit union policy.
The Analyst will assist with the identification of training needs in areas of responsibility and participate in the development and/or review of training materials created for credit union employees. This job also supports the Compliance Officer (CCO) in ensuring the organization’s compliance with all applicable Federal consumer protection laws and regulations. The successful candidate will have a working knowledge of regulations affecting financial institutions, anti-money laundering & Bank Secrecy Act programs, account titling and CIP requirements, retail account opening procedures, and other directives surrounding sound banking practices.",
61,-1,-1,"The Role:
If you are looking for part-time job with flexible schedule, Foley has an opening for a Part-Time Marketing Specialist to assist in the development and execution of marketing campaigns.

Job duties:
Conent creation for email campaigns, social media, direct mail, etc.
Track, process and report on marketing programs
Work with internal customers and vendors
Our Ideal Candidate:
Who We Are:",
62,-1,-1,"Marketing Data Analyst
Company Summary
Wondros translates the complex stories of the world's most innovative organizations, companies, and individuals into dynamic content that informs the culture and inspires change. We work internationally with partners in all fields of business - from humanitarian nonprofits to public financial & health institutions from universities to retail brands. WONDROS is a global creative agency in the business of solving complex problems and building social movements. WONDROS partners with innovative, values-based organizations and thought leaders to bring to life transformative ideas through creative and strategic storytelling. Our long-term vision is to mobilize communities around a client's mission and build pathways for sustainable growth.",
63,-1,-1,"Lubrication Specialties, Inc. (LSI) is a rapidly growing company that retains its family-oriented, small-town roots. With a focus on innovation, customer education and problem-specific solutions, LSI has been serving the automotive aftermarket since 1997 in the form of oils, additives and other lubricants under the Hot Shot’s Secret brand – which has quickly become one of the fastest growing brands in the automotive aftermarket. Hot Shot’s Secret serves the gasoline, diesel, heavy-duty, performance racing, agriculture and RV markets – to name a few - and is now available in over 30K retail locations.
We pride ourselves on being an innovative, agile and fast-paced company that does not slow down. This means there is no time to kick your feet up and rest on your laurels – except for the occasional company mixer. We are constantly looking to gain a competitive advantage through product, customer and operational excellence. We welcome big ideas, over-the-top ambition and a passion to achieve the unthinkable – okay, that sounds little cliché but it’s true. We are a team of forward-thinkers who are constantly pushing the envelope.",
64,-1,-1,"Tabs3 (Software Technology, LLC) has been a leader in the legal software industry for over 40 years. We make market-leading billing and practice management software to help attorneys run their business. Nine out of ten of our clients recommend our software to other attorneys. We offer a healthy work-life balance while offering challenging work and opportunities for professional growth and development.
As a Marketing Coordinator, you will:
Write Content. Create and produce high-quality marketing and promotional materials, direct emails, and other content marketing materials - both independently and by managing third-party vendors.
Develop Marketing Programs. Propose and execute marketing strategies to generate new client opportunities and increase awareness of Tabs3 software.",
65,-1,-1,"The company:
YDesign Group is a family of online-led retail brands offering the best in modern and contemporary lighting, fans, furniture and home décor accessories to design-driven consumers and trade professionals.
Our flagship brand YLighting launched in 2001 and is the foremost modern lighting retailer in North America. Our selection is expansive, but curated to offer the best in the industry, from top international brands, to emerging studios to iconic names in design. In 2016, YDesign Group acquired Lumens, a leading multi-channel retail brand in lighting, modern furniture, and home décor accessories. Together, the YDesign Group retail brands bring an unparalleled selection of modern design for retail consumers and trade professionals.
Our difference is our commitment to an incomparable customer experience, including expert advice from our in-house team of professionals, plus service, support, and inspiration throughout our customers’ projects.",
66,-1,-1,"STRATACACHE provides scalable customer experiences, empowering retailers to learn deeply about their customers’ shopping preferences and behaviors, allowing for personalized shopper interaction. Our solutions deliver consumer activation at the point-of-decision, generating new sales opportunities and enhanced retail profitability. With 3 million+ software activations globally, we power the biggest digital networks for the world’s largest brands. Across the STRATACACHE family of complementary digital media/ad tech solution companies, we have the technology, expertise and track record to bring retail innovation that delivers results.

Learn more about the STRATACACHE family at www.stratacache.com.",
67,-1,-1,"Sales and Estimating
We are seeking a full time professional for developing new business and reinforcing existing relationships with clients. Education and experience in business development is desirable. Other qualifications such as a Certified
Welding Inspector or Professional Engineer will warrant special consideration.
Compensation will be commensurate with potential.
We are a full-service, AISC Certified metal welding and fabrication company.
This is an excellent position for a driven and motivated candidate to join a business with a 67+ year history. Pelet's Welding Inc. is certified as a structural fabricator in Conventional Steel Buildings (STD), Simple Steel Bridges (SBR),
Major Steel Bridges (CBR) and Fracture Critical Endorsement (F). We also offer a wide range of products and services, such as custom fabrication, weldments structural steel, column and beam, platforms, ladders and railing.",
68,-1,-1,"About JLG, an Oshkosh company
JLG began in 1969, when our founder, John L. Grove set out to resolve growing safety concerns in the construction industry. Since then we have been committed to understanding the challenges and delivering innovative solutions to the access market. We partner with customers to provide quality equipment, training opportunities and trusted support within the access industry. We are a global company, and our products—including mobile elevating work platforms, telehandlers, utility vehicles and accessories—can be found all over the world.
JOB SUMMARY:
The Financial Analyst will be responsible for the support and management of complex accounting activities to support the bad debt reserve and customer finance processes. The incumbent is expected to partner with key stakeholders to maintain complete and accurate records and for developing financial statements and reports. This position performs general accounting and finance responsibilities such as ledger adjustments, account reconciliations, preparation and presentation of financial statements and analysis. This position is also responsible for the communication of financial results to management.",
69,-1,-1,"Strategy Analyst
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

With Uline’s continued growth, we need a team that ensures we stay true to our company motto of Speed, Passion and Operational Excellence. Our Executive Operations team keeps us on track by conducting internal operational audits, analyzing company performance and reporting findings and recommendations to Uline’s President.

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.














#LI-JF1
#CORP",
70,-1,-1,"This position is located in Delaware, OH. Candidate must be willing to commute to our Delaware, OH location in order to be considered for this position.
The Insurance Sales/Marketing Specialist is responsible for assisting the agency owner with the development and implementation of targeted marketing and lead generation programs to identify new prospects, cross-sell opportunities and grow the agency’s brand in the community. In addition to marketing activities, this role prospects and sells American Family insurance products, maintains customer relationships, understands customers needs and matches them with appropriate product and service offerings.
Benefits for the Insurance Sales/Marketing Specialist:
Simple IRA offered",
71,-1,-1,"Job Description
RF-Lambda is an industry leader in manufacturing RF (Radio Frequency) components for military defense, aerospace and commercial applications. We are seeking a highly driven Technical Sales Engineer and Marketing Coordinator to join our San Diego Office. This candidate will report directly to the Sales and Marketing Manager and will also work with the Engineering Department to answer customers technical questions.
Reporting directly to the Director of Marketing, a Digital Marketing Analyst at RF-Lambda plays an important role in managing the digital marketing needs of the company. A Digital Marketing Analyst at RF-Lambda works in various functionalities and digital marketing channels, including content marketing, website management, email marketing, analytics, and social media. They will be responsible for executing and reporting the Company’s strategic initiatives and marketing programs and managing and enhancing company reporting dashboards; collaborating with internal data teams to generate key performance metrics, as well as providing new insights that are actionable while projecting a positive image of the company.",
72,-1,-1,"Do you love learning and evaluating digital trends within the professional services environment? Olsen Thielen CPAs is looking for a Digital Marketing Analyst to help advance the digital transformation of marketing and relationship development. This person will work cross-functionally with the marketing team, niche leaders, and other business leaders to
Grow digital visibility in targeted industries
Collaborate on lead generation
Evaluate inputs and desired outputs for tracking and delivering insight to opportunities
Assist in optimizing and evaluating digital marketing tools
Lead processes to deepen and segment contact data to position OT as a trusted resource",
73,-1,-1,"Job Summary:
Amerimark Direct has an opening for an Analyst on the Analytics team in the Marketing Department. The analyst will provide support to the team in many areas of the modeling lifecycle process with the primary responsibility of applying legacy predictive models to datasets (aka, scoring). The predicted outcomes that result from this process will be used to identify the best set of customers for an upcoming direct mail catalog campaign.
An ideal candidate will demonstrate the capacity to quickly develop an understanding of the process. Additionally, a strong candidate will have an analytical mindset, pay great attention to detail, and have the ability work independently while successfully working in a team environment. This position is deadline intensive.
Key Responsibilities:",
