Company Name,Job Title,Job Location,Job Description
Liberty Mutual Insurance,Senior Data Engineer,Remote,"At Liberty Mutual, technology isn't just a part of our business, it's what drives us forward. We deliver our customers peace of mind every day by helping them protect what they value most. Our passion for placing the customer at the center of everything we do is driving a transformational shift at Liberty Mutual. Operating as agile teams within a Fortune 100 company, we are on the front edge of an IT transformation of how people work and deliver solutions.
Corporate Functions Global Finance Technology is actively searching for a creative and highly productive member to support distributed, dynamic agile teams to serve as a technical expert in analysis, design, coding, and testing innovative data reporting solutions. This is an outstanding opportunity to support the transformation of our financial platforms and services across the Shared Finance and Global Treasury portfolios, meet unlimited challenges and define the database architecture while working with teams of engineers.



Bachelor's Degree
16"
NIKE INC,"Sport Performance Principal Data Scientist - Open to remote work, except the following locations: SD, VT, and WV","Oregon City, OR","Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Who we are looking for"
Nordstrom Inc,Senior Engineer - Selling Control Platform - remote,Remote,"Job Description
Nordstrom Technology is currently seeking a Senior Engineer to join our Selling Control Platform team!
A Senior Engineer is part of a key team of Nordstrom Technology professionals that applies scientific, mathematical and social principles to design, build, and maintain technology products, devices, systems and solutions. These technology products and solutions provide amazing customer experiences while meeting the needs of the business. The scope and accountability at this level is responsible for the quality of a team’s work, ensuring that all designs are clear and complete for successful execution. This level is capable of undertaking complex design and problem solving without supervision.
This is a fully remote role!

You will be working in a fast-growing team with the vision to change how Nordstrom sells to its customers. Specifically, you will be building a new machine learning and rules-based engine that intends to automate selling and pricing outcomes. We have both front-end and back-end services natively deployed on the cloud (AWS). Price promotions and clearances are core business functions that we already support today.
You will get a rare opportunity to have a meaningful impact on the business and the technical strategy, with the possibility of fundamentally changing Nordstrom’s core business.

Colorado: $114,000-$176,500 annually, Nevada: $114,000-$176,500 annually"
USAA,Data Engineer - Senior Level,"Safety Harbor, FL","Purpose of Job We are seeking a talented Data Engineer – Senior Level for our San Antonio, Plano, Phoenix, Charlotte, Colorado Spring, or Tampa, facility. This person may also work remotely, in a 100% remote work environment.

Data Engineers (DEs) are engaged in all phases of the data management lifecycle. This includes gathering and analyzing requirements, collecting, processing, storing, securing, and archiving data. Develop and maintain technical systems for data reporting and technical solutions utilizing emerging technologies. Partner with the business to ensure data management solutions aligned to business objectives.

Job Requirements
About USAA
USAA knows what it means to serve. We facilitate the financial security of millions of U.S. military members and their families. This singular mission requires a dedication to innovative thinking at every level.

About USAA IT
Our most meaningful qualification isn't technical, it's human. Here, we don't just sit in front of a screen. We stand behind our 13 million members who rely on us every day.
We're proud of USAA's strong history -- and we're even more passionate about our future. That's why we have a team of supportive and collaborative hardworking technology professionals focused on doing more for our members. And why we're continuing to add innovative problem solvers to our team. With us, you'll find exciting challenges that inspire you to continue learning and growing.


Identifies and manages existing and emerging risks that stem from business activities and the job role.
Ensures risks associated with business activities are effectively identified, measured, monitored, and controlled.
Follows written risk and compliance policies and procedures for business activities.
Lead and/or engineer the full cycle of data solutions from analysis, solution design, data pipeline engineering, testing, deployment, scheduling, and production support.
Design and implement highly-complex technical solutions for data engineering and analytic systems using new methodologies and emerging technologies.
Design, build, manage and optimize data pipelines for data structures encompassing data transformation, data models, schemas, metadata, data quality, and workload management.
Lead design reviews for the team and provide recommendations using innovative architectural concepts and principals.
Breakdown business features into technical stories and approaches. Present to leadership and influence on technical solutions.
Analyze data, identify, and report trends to management, and make recommendations that enable machine learning.
Create proof of concepts and prototypes on highly complex solutions and present to leadership to deliver on vision for solution.
Collaborates with cross-functional partners and stakeholders to lead technical solutions.
Implement efficient defect management, root cause analysis, and resolution processes.
Helps develop, maintain, and enforce the company’s data development tools and standards. Conduct code reviews on a regular basis to improve quality and ensure compliance
Creates the development of data pipelines, extracting data from our various applications (internal & external sources) into the Data Platform.
Assist in setting technical direction for the team and serves a mentor to team members.


Bachelor’s Degree OR 4 additional years of experience beyond the minimum requirement can be used in lieu of a degree.
6 years of data engineering, data analysis or software development experience implementing data solutions with at least 2 years of data engineering or data management experience.
Proven experience with end to end delivering of data solutions that includes building, managing, and optimizing data pipelines across cloud environments; curating and modeling the data for various types of consumers/products and their pattern of usage to include data marts, data lake, and operational analytic applications.
Experience completing multiple projects leveraging the agile methodology in delivering data
Extensive knowledge and experience in
SQL and Relational Databases.
Understanding of Machine Learning Algorithms.

When you apply for this position, you will be required to answer some initial questions. This will take approximately 5 minutes. Once you begin the questions you will not be able to finish them at a later time and you will not be able to change your responses.


In-depth knowledge of Actimize CDD and Actimize SAM module data requirements
Experience developing, deploying and supporting high-quality, fault-tolerant data pipelines (leveraging distributed, data movement technologies and approaches, including but not limited to ETL and streaming ingestion and processing)
Utilizing Linux scripting (Python, Shell, etc.)
Expert in SQL development and/or NoSQL databases
Expert in ETL Tools, specifically DataStage
Familiarity with Working with Agile Development Methodologies
Experience in data analytics including data requirements and analysis
Expert knowledge of database structures and management (Oracle, Netezza)

The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.


USAA has an effective method for assessing market data and establishing ranges to ensure we remain competitive. You are paid within the salary range based on your experience and market position. The salary range for this skill is: $ 106,800 - $192,300* Employees may be eligible for pay incentives based on overall corporate and individual performance or at the discretion of the USAA Board of Directors.

Geographic pay differential is additional pay provided to eligible employees working in locations where market pay levels are above the national average.

will be addressed on an individual-basis for applicable roles that are consistently scheduled for non-core hours.


At USAA our employees enjoy best-in-class benefits to support their physical, financial, and emotional wellness. These benefits include comprehensive medical, dental and vision plans, 401(k), pension, life insurance, parental benefits, adoption assistance, paid time off program with paid holidays plus 16 paid volunteer hours, and various wellness programs. Additionally, our career path planning and continuing education assists employees with their professional goals.
Please click on the link below for more details.

USAA Total Rewards

Relocation assistance is Not Available for this position."
Apple,"Engineering Program Manager, Machine Learning Infrastructure - Apple Media Services","New York, NY","Summary
Posted: Jan 19, 2022
Weekly Hours: 40
Role Number:200322916
The Apple Media Products Engineering team is one of the most exciting examples of Apple’s long-held passion for combining art and technology. These are the people who power the App Store, Apple TV, Apple Music, Apple Podcasts, and Apple Books. And they do it on a massive scale, meeting Apple’s high expectations with high performance to deliver a huge variety of entertainment in over 35 languages to more than 150 countries. Apple Media Products Program Managers partner with engineers who build secure, end-to-end solutions. Thanks to Apple’s unique integration of hardware, software, and services, engineers and Program Managers partner to get behind a single unified vision. That vision always includes a deep commitment to strengthening Apple’s privacy policy, one of Apple’s core values. Although services are a bigger part of Apple’s business than ever before, these teams remain small, nimble, and cross-functional, offering greater exposure to the array of opportunities here."
Apple,Deep learning Research Engineer,"Cupertino, CA","Summary
Posted: Jan 26, 2022
Role Number: 200337323
The Deep Learning Research engineer will work in a small and dynamic team to design and implement cutting edge computer vision algorithms for Apple products.
Key Qualifications
2+ Years of industry experience in applied research in the field of deep learning and computer vision
Experience in Deep Learning in one of the following: object detection, segmentation, tracking, pose estimation, action recognition, differentiable rendering"
Ursus,"Machine Learning Engineer (Python, AWS)","El Segundo, CA","Job Title: Machine Learning Engineer
Location: 100% Remote
Duration: Direct Hire

Summary:
As a key member of the Client team you will work on a broad range of business/technical problems and technologies, build machine learning models, and design/automate/deploy production machine learning pipelines. As a Senior Machine Learning Engineer at our client you will have the opportunity to make an outsized impact on the future direction of our Client platform. The problem domains you will work on will be diverse and include pricing, smart routing and user modeling. You should be comfortable and effective working remotely or with remote team members.










IND123"
Oculus,"Visiting Researcher, Methods/Models for Human Perception (PhD)",Remote,"Reality Labs brings together a world-class team of researchers, developers, and engineers to create the future of virtual and augmented reality, which together will become as universal and essential as smartphones and personal computers are today. And just as personal computers have done over the past 45 years, AR and VR will ultimately change everything about how we work, play, and connect. We are developing all the technologies needed to enable breakthrough AR glasses and VR headsets, including optics and displays, computer vision, audio, graphics, brain-computer interface, haptic interaction, eye/hand/face/body tracking, perception science, and true telepresence. Some of those will advance much faster than others, but they all need to happen to enable AR and VR that are so compelling that they become an integral part of our lives.We are looking for a skilled and motivated Visiting Researcher to join our team, whose mission is to build broad-coverage models of human perception and perceptually-driven outcomes. We are specifically looking for a candidate with experience in fields applicable to human-in-the-loop experimentation in human perception or related domains, and who can work with a team of researchers at the intersection between psychophysics, computational cognitive science, and machine learning. More broadly, this researcher will work with a diverse and highly interdisciplinary team of researchers and engineers and will have access to cutting edge technology, resources, and testing facilities.














Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
Apple,"AI/ML - Software Engineer (Data), Personal and Private Learning","New York, NY","Summary
Posted: Feb 9, 2022
Weekly Hours: 40
Role Number:200343017
Apple’s AI/ML teams transform every Apple product, and because we fully integrate hardware and software, we can collaborate to deliver amazing experiences while protecting user data. Siri is the voice of Apple products and its launch was a defining moment in the history of Artificial Intelligence. Hundreds of millions of people now use Siri to send a message, play their favorite song or even take a selfie. We’re looking for a hardworking individual able to improve the processing, analysis and preparation of huge data sets used to train Siri’s machine learned models. We love big-data technologies, including, data exploration, visualization, distributed processing, and applications at scale. We also believe that Privacy is a fundamental and universal human right and embrace this philosophy in our day-to-day work. If you share these values and are capable of applying cutting-edge data science, you’ll improve Siri’s ability to understand users. In this role, you’d also analyze user behavior, prepare data sets and enable Siri to further embrace privacy-preserving machine learning. This role sits on the Private Learning team, which is a newly-minted team nested within Siri Understanding and Apple’s overall AI/ML organization."
ADP,Sr. Performance Engineer (REMOTE),"New York, NY","ADP is hiring a Senior Performance Engineer Are you empathetic to client needs and inspired by transformation and impacting the lives of millions of people every day? Are you passionate about automation with a background in full-stack development? Are you looking to join a dynamic, inclusive team environment with a culture of collaboration and belonging?
Well, this may be the role for you. Ready to design what's next?
As a Senior Performance Engineer you will play a key role in helping us deliver highly scalable products employing variety of architectural practices as well as technology stack with focus on Client experience. You will analyze the existing products architecture, understand the usage trends and identify the areas of opportunities to continuously drive optimizations that will have a material impact on our client experience. You will help drive the performance and scalability initiative for our next generation HCM platforms.
No two days are the same. As part of this team, you will h elp us develop highly scalable and performant products across a variety of architectural models and very high transaction volume.

To thrive in this role, you'll need to e mploy data collection, analysis and prediction techniques to proactively understand the key variables across product stack and proactively devise corrective plans. You will have experience creating, executing, or troubleshooting end-to-end automation scripts for the cloud. You should feel confident running the process end-to-end. Strong development skills as a Performance and Scalability engineer in J2EE, Microservices, relational and non-relational databases. Programming skills in at least 2 of the following: Java, Python, Groovy, Angular and Shell. Strong in Application and Infrastructure Monitoring/Triaging using APM solutions such as Dynatrace, AWS Performance Insights. Knowledge of AWS managed services including KMS, DMS, Lambda functional and Fargate.

Like what you see? Apply now!
Learn more about ADP at tech.adp.com/careers

We are a global leader in HR technology, offering the latest AI and machine learning-enhanced payroll, tax, HR, benefits, and much more. We believe our people make all the difference in cultivating an inclusive, down-to-earth culture that welcomes ideas, encourages innovation, and values belonging. ADP has a deep commitment to diversity, equity, and inclusion as a global Best Places to Work, DiversityInc® Top 50 Company, Best CEO and company for women, LGBTQ+, multicultural talent, and more. Learn more about ADP's commitment on our YouTube channel: http://adp.careers/DEI_Videos


Scrum. We'll start every day with a scrum, working together to understand responsibilities, identify issues, and communicate coding priorities. Collaboration and Communication. You'll be the point person for developers and operations when they need to find a solution quickly. You'll listen to their needs, find a solution and share it. You're comfortable presenting to leadership everything from system designs to new ideas for technology to production incidents. Code Review. Working in three-week sprints, you'll ensure that developer code runs through automation scripts with no errors and can automate scale for demand. Variety of work. There is no typical day. You will support engineers, checking if something is not working and writing the code it takes to fix it. You must be nimble, adaptable, and flexible. You're comfortable working on products with tech never used before. Inevitable challenges will arise, and we'll rely on you to look for a solution. Fail fast, fail safely.


Experience . You have 5-8 years of experience in relevant skills gained and developed in the same or similar role.


Have courageous team collaboration. Courage comes from how associates are willing to have difficult conversations, speak up, be an owner, and challenge one another's ideas to net out the best solution.
Deliver at epic scale. We deliver real user outcomes using strong judgment and good instincts. We're obsessed with the art of achieving simplicity with a focus on client happiness and productivity.
Be surrounded by curious learners. We align ourselves with other smart people in an environment where we grow and elevate one another to the next level. We encourage our associates to listen, stay agile, and learn from mistakes.
Act like an owner & doer. Mission-driven and committed to leading change, you will be encouraged to take on any challenge and solve complex problems. No tasks are beneath or too great for us. We are hands-on and willing to master our craft.
Give back to others. Always do the right thing for our clients and our community and humbly give back to the community where we live and work. Support our associates in times of need through ADP's Philanthropic Foundation.
Join a company committed to equality and equity. Our goal is to impact lasting change through our actions.

What are you waiting for? Apply today!
https://youtu.be/ODb8lxBrxrY
https://youtu.be/IQjUCA8SOoA )
Anal\\\\\

THIS ROLE CAN BE REMOTE ANYWHERE IN THE USA

We believe in good faith that compensation for a successful candidate based in Colorado would be between the range listed below.

In the state of Colorado, we are offering the following benefits (subject to change):

Salaried and hourly workers who work on average 32 or more standard hours per week:
Medical, Dental, Vision, Life Insurance, 401(k), Charitable Contribution Match, Holidays, Personal Days & Vacation, Student Loan Repayment Program and Paid Volunteer Time Off

#LI-AS1
Explore our COVID-19 page https://tech.adp.com/covid19/ to understand how ADP is approaching safety, travel, the hiring interview process, and more.
Diversity, Equity, Inclusion & Equal Employment Opportunity at ADP: ADP affirms that inequality is detrimental to our associates, our clients, and the communities we serve. Our goal is to impact lasting change through our actions. Together, we unite for equality and equity. ADP is committed to equal employment opportunities regardless of any protected characteristic, including race, color, genetic information, creed, national origin, religion, sex, affectional or sexual orientation, gender identity or expression, lawful alien status, ancestry, age, marital status, or protected veteran status and will not discriminate against anyone on the basis of a disability. We support an inclusive workplace where associates excel based on personal merit, qualifications, experience, ability, and job performance.
ADP has a long, proud history of conducting business with the highest ethical standards and full compliance with all applicable laws. We also expect our people to uphold our values with the highest level of integrity and behave in a manner that fosters an honest and respectful workplace. Click https://jobs.adp.com/life-at-adp/ to learn more about ADP’s culture and our full set of values.

Compensation range for this role for U.S. Colorado Residents
$67,800 (COLORADO ONLY)
$102,900 (COLORADO ONLY)"
Meta,"Research Scientist, Computer Vision & Machine Perception (PhD)",Remote,"Reality Labs brings together a world-class team of researchers, developers, and engineers to create the future of virtual and augmented reality, which together will become as universal and essential as smartphones and personal computers are today. And just as personal computers have done over the past 45 years, AR and VR will ultimately change everything about how we work, play, and connect. We are developing all the technologies needed to enable breakthrough AR glasses and VR headsets, including optics and displays, computer vision, audio, graphics, brain-computer interface, haptic interaction, eye/hand/face/body tracking, perception science, and true telepresence. Some of those will advance much faster than others, but they all need to happen to enable AR and VR that are so compelling that they become an integral part of our lives. The Surreal Vision group at Reality Labs Research is seeking exceptional Research Scientists to solve research challenges on the path to building future machine perception enabled technologies. The aim of this role is to develop and advance computer vision algorithms and SW systems for both real-time on-device and offline distributed large-scale scene understanding with crowdsourced egocentric data from form-factor AR glasses.














Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
Apple,Touch & Sensing Hardware Engineering Opportunities at Apple,"San Diego, CA","Summary
Posted: Aug 20, 2021
Role Number: 200280412
Apple is a place where people from all backgrounds get together to do their life’s best work. Come join us. At Apple, great ideas have a way of becoming great products, services and customer experiences very quickly. Bring your passion to your job and there’s no telling what you could accomplish. Apple offers a collaborative work environment that fosters creativity and innovation. Every new product, service, or feature we invent is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. Just one example: The incredibly advanced camera features in every new iPhone are not the result of a few dozen people. They’re the product of hundreds of optical technology experts who complement each other’s thinking. Multiply that effort across every feature in every Apple product, and you’ll get an idea of how important collaboration is here. We’re a diverse collective of thinkers and doers, continuously reimagining our products and practices to help people do what they love in new ways. That’s why Apple welcomes you for who you are and who you want to become."
Apple,"AI/ML - Data Infrastructure Engineer, Machine Learning Platform and Technologies","Seattle, WA","Summary
Posted: Dec 9, 2021
Weekly Hours: 40
Role Number:200297200
The Data Infrastructure team within the Machine Learning Platform and Technologies organization powers analytics, experimentation and ML feature engineering to power the Siri we all love in our Apple devices. The mission of the Data Infrastructure org is to provide our engineers and data scientists a cutting edge, reliable and easy to use infrastructure for ingesting, storing, processing and interacting with data and ultimately help the teams that build data intensive applications be successful. You will work with many cross functional teams and lead the planning, execution and success of technical projects with the ultimate purpose of improving the Siri experience for Apple customers. We are looking for engineers who want to bring their passion for infrastructure to build world class infrastructure products. Are you a passionate about building scalable, reliable, maintainable infrastructure and solving data problems at scale? Come join us and be part of the Data Infrastructure journey."
NIKE INC,"Senior Data Scientist (Open to remote work, except the following locations: SD, VT, and WV)","Beaverton, OR","Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world! The Nike Commercial Analytics team builds analytics solutions to manage the marketplace and optimize the supply chain. Using data, advanced analytics and innovative technology, we strive to ensure that Nike gets the right product to the right place at the right time for the consumers."
Oculus,Director of Graphics Research,Remote,"Meta’s Reality Labs Research group (RLR) is the world's leading AR/VR research lab, exploring and inventing the future of computing. RLR is tasked with delivering discontinuous technological leaps, both near and long term, that have the potential to reshape the way humans interact with each other and with the digital world.

This role requires the ability to look 5-10 years into the future to see what needs to happen and what could be possible given high-risk, high-reward research, to do the research to see if those goals truly are possible and valuable, and then to execute to prototype, incubate, and transfer the results into products that can change the world. The focus of our team is computer graphics research and efficient synthesis of high quality images for AR/VR head mounted displays. Our current research areas include custom graphics hardware, rendering algorithms for AR/VR, ray casting, machine learning based image synthesis, and differentiable and inverse rendering.

As the Director of Graphics for RLR you will have the very rare opportunity to enable, support, inspire, and lead a diverse team of the world's leading graphics experts to develop a novel graphics pipeline delivering on the mission of defining the future of visual computing.














Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
Apple,"Senior Software Engineer, Applied Machine Learning Platform Team","Austin, TX","Summary
Posted: Feb 23, 2021
Weekly Hours: 40
Role Number:200208120
This is a role of a Software engineer who will be responsible for the design, build and enhancements of a scalable highly concurrent distributed platform. Knowledge of popular Machine Learning tools and packages is helpful but can be an ongoing skill acquisition as part of the job. The mindset required and to be developed is how to process thousands of transactions per second, how to achieve the consistency without sacrificing the performance.
Key Qualifications"
Apple,Applied Marketing Science & Machine Learning Manager,"Culver City, CA","Summary
Posted: Jan 11, 2022
Role Number: 200331066
Services at Apple help hundreds of millions of customers get the most out of the devices they love through amazing apps, award-winning shows and movies, immersive music in spatial audio, world-class workouts and meditations, super fun games and more. The Apple Media Products Data Science & Analytics organization is passionate about developing discerning insights and machine learning solutions to help continually improve these services and accelerate growth while maintaining a strong dedication to customer privacy. We are currently seeking an experienced and influential Applied Marketing Science & Machine Learning Manager to establish a unified approach to incremental marketing measurement and help optimize marketing communications at scale through predictive models for customer state changes and lifetime value. As a key member of our diverse and dynamic organization, you'll have the rare and rewarding opportunity to work with datasets of unique magnitude, richness, and dedication to customer privacy that will frequently require innovative approaches. You'll work collaboratively with partners across Business, Marketing, Product and Engineering daily to deliver material customer and business value. The position is based in Los Angeles."
High5,"Senior Data Scientist, Promotions Optimization & Forecasting (Remote)","San Francisco, CA","We work at the intersection of a multi-sided marketplace, with cross-disciplinary teams shipping real-world products to our customers, shoppers and partners around the nation. We have rich, complex datasets and our Data Science organization performs a wide variety of data science and analytics, ranging from designing and evaluating experiments, conducting research, crafting complex database queries and ETL pipelines, developing predictive models, building marketplace optimization algorithms, and informing decision making through insights and reporting.
Our data science teams build data driven solutions using machine learning and modeling, experimentation and causal inference techniques. Our solutions include predictive models, clustering, segmentation, complex reporting, and quantitative research.
We’re searching for a Senior Data Scientist, Promotions Optimization & Forecasting, to further boost the rigor of our CPG promotions and statistical approaches. This person will help understand data collected across this complex marketplace, optimize existing processes, and make predictions to improve our products and experiences. Our ideal candidate will be data-driven, intellectually curious, technically and statistically rigorous, and a clear communicator."
CytoVeris Inc.,Lead Computer Vision Machine Learning Engineer,"Farmington, CT","CytoVeris Inc. is changing the paradigm in cancer surgery through the introduction of optical based “guided surgical tools”. CytoVeris is working at the convergence of optical science, cancer biology, and machine learning and translating that convergence to clinical application. Our technology helps surgeons to discern between cancer tissue and healthy tissue in real-time during surgery and as a result will increase the probability of successful surgical outcomes. We use multi-spectral light analysis, coupled with machine learning, to provide an optical “fingerprint” of tissue.
If you’re inspired by the possibilities of technology to improve patients’ lives and you thrive on working in a dynamic environment where each person can make a significant difference, consider joining our team. We offer competitive salaries and the benefits of a startup, including stock options and flexible work location.
Position: Lead Computer Vision Machine Learning Engineer
We are seeking a motivated Senior Data Scientist to develop and optimize image-based Machine Learning algorithms for our novel biomedical optical products. This position will help define the architecture and methodology, as well as drive improvements to our classification algorithms that are the foundation upon which our products are built. This position reports to the Chief Software Architect and manages a team of ML engineers and guides the direction and implementation of the Company’s algorithm development efforts. The right person will offer a balance of strategic direction in ML and the ability and willingness to deep dive into the code of machine learning algorithms."
United Airlines Inc.,Lead Machine Learning Engineer,"Chicago, IL","We have a wide variety of career opportunities around the world — come find yours.
Technology/IT
The United IT team designs, develops and maintains massively scaling technology solutions that are brought to life with innovative architectures, data analytics and digital solutions.
Job overview and responsibilities

You'll be part of an agile team dedicated to building the enterprise machine learning infrastructure and productionalizing machine learning services. You'll collaborate with data scientists, data engineers, IT teams, and business stakeholders to participate in the technical design and development of machine learning applications and integrations with production systems. You'll ensure that applications and data pipelines meet production standards and performance expectations. You'll have the opportunity to continuously learn and directly apply the latest innovations and emerging best practices to keep United Airlines at the cutting edge of technology."
"Chick-fil-A, Inc.","Lead Machine Learning Engineer, Enterprise Analytics","Atlanta, GA","Overview:
As a Lead Machine Learning Engineer in Enterprise Analytics (EA), you will be responsible for supporting internal Data Science teams as they develop and deploy complex statistical, machine learning, and deep learning models at scale in pursuit of Chick-fil-A’s overall analytics vision. Your role will require an agile mindset where learning new things is second nature.

An effective Lead Machine Learning Engineer at Chick-fil-A must be highly collaborative and will partner closely with both internal Data Science and Digital Technology and Transformation (DTT, our Information Technology department) teams. You will work to ensure that the infrastructure, tooling, and problem-specific solution architectures needed to support data science work align well with enterprise architectural and infosec standards, while also accommodating the unique needs of different modeling approaches being applied. As a member of Enterprise Analytics, your work will be cross-functional in nature and will touch multiple aspects of the greater Chick-fil-A business where technical expertise must be balanced with an appetite to both understand and comprehend the impact that your work has on the business. You will also need to be skilled in working within multi-account cloud environments since this is where the compute infrastructure, platform, and services that you build to support machine learning model and application deployment will live.


Responsibilities:
Minimum Qualifications:
Preferred Qualifications:
Minimum Years of Experience: 3 Travel Requirements: 20% Required Level of Education: Bachelor's Degree Preferred Level of Education: Masters Degree Major/Concentration: Quantitative or technical degree program Minimum GPA (4.0 Scale): 3.2"
Wisconsin Physicians Service Ins. Corp.,Senior Machine Learning Engineer,Wisconsin,"Senior Machine Learning Engineer / Senior Machine Learning Engineer Specialist
U.S. citizenship is required for this position due to Department of Defense restrictions.
Who We Are
WPS Health Solutions is a leading not-for-profit health insurer in Wisconsin. Our services offer health insurance plans for individuals, families, seniors, and group plans for small to large businesses. We process claims and provide customer service support for beneficiaries of the Medicare program and manage benefits for millions of active-duty and retired military personnel across the U.S. and abroad. In 2021, WPS Health Solutions celebrates 75 years of making health insurance easier for those we serve. Proud to be military and veteran ready.
Our Culture"
Motorola Solutions,Senior Machine Learning Engineer,"Chicago, IL","If you are a current Motorola Solutions employee, please click this link to apply through your Workday account.
Company Overview
Motorola Solutions is there for our customers when everything is on the line. In extreme moments — when a hurricane lands or when a fire breaks out. And in everyday moments — when a package arrives just in time for the holiday or when a child doesn’t miss the school bus home.
We unify voice, data, video and analytics in one integrated ecosystem to enable individuals, businesses and communities to work together in more powerful ways. To help people make better decisions, act confidently and be their best in the moments that matter. Bring your passion, potential and talents to Motorola Solutions and connect with a career that matters.

On any given day, every moment matters to someone, somewhere. And in every moment, Motorola Solutions’ innovations, products and services play essential roles in people’s lives. We help firefighters see and communicate in buildings and police officers see around street corners. We keep utility workers connected and visible to each other with real-time voice and data communication across the smart grid. And we provide the situational awareness first responders need when a moment brings catastrophe. We are also defining the future of the security industry through innovative end-to-end-solutions that leverage AI. We help people be their best in their moments that matter.

Our products leverage cutting edge voice technology, language models, natural language understanding, video analytics, and machine learning to enable our customers to focus on what matters while providing faster responses, safer outcomes and greater transparency. You will join a talented team of scientists and engineers as part of the Motorola Solutions AI Team working on developing mission-critical AI solutions for our public safety and commercial customers.





None

None

Experienced

Yes"
RIOS Intelligent Machines,Machine Learning Engineer - Lead,"Menlo Park, CA","RIOS is a technology company helping global customers automate their factories, warehouses, and supply chain operations by deploying a new class of AI-powered and dexterous robots. RIOS robots handle hard-to-automate tasks, typically requiring human-level dexterity, in unstructured environments. RIOS is headquartered in Palo Alto, CA and has a pilot facility in San Carlos, CA.
RIOS is looking for a Machine Learning Operations Lead who can scale our data ingestion and machine learning pipelines to support a world-class distributed learning and inference infrastructure that is revolutionizing manufacturing, supply chains, e-commerce, and other industrial applications.
Responsibilities of the role include:
Data engineering, standardization and verification
Database design and maintenance"
