Company Name,Job Title,Job Location,Job Description
Treeswift,Robotics Engineer,"Philadelphia, PA","Treeswift is building robots to operate in the world’s most complex
environments. We are looking for a Robotics Engineer to build the systems and
algorithms which enable our robots to fly underneath the forest canopy and
extract actionable forest metrics. Robotics encompasses the state estimation,
mapping, planning, and control for robot autonomy in cluttered forest
environments. It also entails the multi-robot coverage and planning algorithms
to enable large scale coverage of forest environments. As a member of the
Robotics team, you will design, implement, and field test advanced robotics
algorithms on real systems in the most exciting and challenging environment,
the forest.

We are a mission-driven company that places our customer needs front and
center. As a result, some days will feature heavy development in the lab, and
other days will feature rigorous testing in customer forests. We are solving
problems that no one has solved before, so having an innovative mindset with
an excitement for diving deep into the messiness of real-world robotics is
critical.

You will:

  * Develop state-of-the-art algorithms in one or all of the following areas: SLAM, multi-sensor fusion, LiDAR perception, computer vision, deep learning, multi-robot coverage and planning etc.
  * Travel to field deployments with the goal of fast iteration cycles between development and field testing.
  * Benchmark and evaluate algorithm improvement against clearly defined Key Performance Indicators (KPIs) to quantify algorithm effectiveness.
  * Be asked to learn and work on problems you may never have worked on before.

What we look for::

  * The team operates in a production setting both in the field and on the cloud. The ideal candidate has strong software engineering skills and the ability to write production level code (unit tests, debugging/profiling, version control).
  * The ideal candidate should be proficient in Linux, ROS, C++, Python, git, and have experience with drones, LiDAR, and camera sensors.
  * The team works with physical systems in rugged environments, so familiarity with field deployment is ideal.
  * The ideal candidate is willing and excited to travel around the United States and the world to customer sites for extended periods of time.

We expect you to:

  * Be direct and unafraid to voice your opinion succinctly.
  * Have a clear understanding of your own strengths and weaknesses, and seek to help the team based on your strengths, and learn from others to improve your weaknesses.
  * Be truth-seeking and scientific in your approach, but also efficient and have a get-things-done attitude.
  * Thrive in a dynamic, diverse, team-oriented environment.
  * Be open to criticism and feedback.
  * Have high standards and levels of excellence - we are a team of world-class roboticists, data scientists, and foresters, and we like to work with the best.

YVWKaE2uAd

"
Formlabs,Robotics Software Engineer,"Somerville, MA","To reinvent an industry, you have to build the best team. Join Formlabs if you
want to bring groundbreaking professional 3D printers to the desktop of every
designer, engineer, researcher, and artist in the world.

3D printing requires a complex interplay of software, hardware, and
electronics – our embedded engineers are the essential component that ties
these teams together. As an Embedded Software Engineer at Formlabs, you'll
collaborate with electrical engineers, systems engineers, and the rest of our
software team to build, shape, and define our embedded systems.

If you're excited to hack on firmware and create elegant solutions to problems
on real-world products, we want you to join our Embedded Software Engineering
Team as a **Robotics Software Engineer.**

**The Job:**

  * Design and implement embedded software applications and firmware
  * Write the code that speaks directly to peripherals to move motors, read sensors, and control lasers in both C++ and Python
  * Release stable firmware features with your knowledge of control systems
  * Work with hardware engineers to define feasibility of future products and subsystems

We value diversity at Formlabs, and work to remove unconscious and unnecessary
barriers to build the best team possible. While we've outlined what an ideal
candidate could look like, we know that you may bring something unanticipated
and essential to the team. If you're reading this and can see yourself
contributing, **please apply**!

**You:**

  * Ready to collaborate with a wide range of technical disciplines, including Software, Hardware, and Design teams
  * Comfortable working with C++ and Python
  * Able to write, test, and debug low-level code (from microcontrollers to embedded Linux)
  * Comfortable developing in Unix environments

**Bonus Skills:**

  * Experience with the Linux kernel, e.g. writing device drivers
  * Experience working with high-value consumer electronics

**Our Perks:**

  * Flexible vacation
  * Premium healthcare coverage
  * Paid parental leave
  * Commuter benefits
  * Unlimited 3D prints

We are an equal opportunity employer and value diversity at our company. We do
not discriminate on the basis of race, religion, color, national origin,
gender, sexual orientation, age, marital status, veteran status, or disability
status.

To all recruitment agencies: Formlabs does not accept agency resumes. Please
do not forward resumes to our jobs alias, Formlabs employees or any other
company location. Formlabs is not responsible for any fees related to
unsolicited resumes. Unsolicited resumes received will be considered our
property and will be processed accordingly.

"
Crown Castle USA Inc.,Robotics Solutions Engineer,"Austin, TX","**Position Title:** __ Robotic Solutions Engineer (P3)

 **  
Company Summary:**

Crown Castle is the nation’s largest provider of shared communications
infrastructure: towers, small cells and fiber. It all works together to meet
unprecedented demand—connecting people and communities and transforming the
way we do business. Whenever you make a call, track a workout or stream music
and videos, we’re the ones providing the communications infrastructure that
makes it all possible. From 5G and the internet of things to drones,
autonomous vehicles and AR/VR, we enable the technologies that help people
stay safe, connected and ready for the future. Crown Castle is a Fortune 500
company, publicly traded on the S&P 500, and one of the largest Real Estate
Investment Trusts in the US, with an enterprise value of ~$100B.

 **  
Role:**

Computer Science or Robotics Engineering Professionals to work on a Network
Deployment Innovation team build/demonstrate novel technology using ROS,
Computer Vision, LIDAR, GIS, GNUradio, and Machine Learning.

 **  
Responsibilities**

  * Work as part of a focused team developing robotic solutions for Network Deployment
  * Process Large Scale Datasets to provide actionable business intelligence
  * Build / Install / Automate Software Packages from Source
  * Write C++/Python Nodes to implement new functionality
  * Develop and Implement a Git based CI/CD Pipeline
  * Contribute to planning with ideas, roadmaps, and through prioritization with team

 **  
Education/Certifications**

  * Bachelor’s degree in Robotics/Computer Science

 **  
Experience/Minimum Requirements**

  * Five+ (5) years’ relevant experience
  * Experience working with some of the following: ROS / OpenCV / GIS / Tensorflow / gnuRadio
  * Experience with developing and rolling out project management frameworks (e.g. Agile) processes & standard documentation

 **  
Organizational Relationship**

 **Reports to:** Sr Architect Robotic Systems

 **  
Title(s) of direct reports (if applicable):** N/A

 **  
Working Conditions:** This role falls into our hybrid work model working in
your assigned office approximately 60% of the time (3 days per week) and where
you do your best work 40% (2 days per week). There is an expectation of
collaboration with teammates and stakeholders for moments that matter that
could require travel.

 **  
Additional Information** : Crown Castle has a COVID-19 Vaccine Policy in place
requiring vaccination by your employment start date, unless approved for an
accommodation or otherwise prohibited by law.

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities

The contractor will not discharge or in any other manner discriminate against
employees or applicants because they have inquired about, discussed, or
disclosed their own pay or the pay of another employee or applicant. However,
employees who have access to the compensation information of other employees
or applicants as a part of their essential job functions cannot disclose the
pay of other employees or applicants to individuals who do not otherwise have
access to compensation information, unless the disclosure is (a) in response
to a formal complaint or charge, (b) in furtherance of an investigation,
proceeding, hearing, or action, including an investigation conducted by the
employer, or (c) consistent with the contractor’s legal duty to furnish
information. 41 CFR 60-1.35(c)

"
Miso Robotics,ML Robotics Research Engineer,"Pasadena, CA","## The Company

Miso Robotics is transforming the restaurant industry and making a real impact
on the world.

Miso Robotics is writing an epic new story for the restaurant industry. We've
developed a robotic kitchen assistant, Flippy, that can perform a variety of
kitchen tasks including flipping burgers and running the deep fryer. Our
product is a robotic arm on a rail that fits into existing kitchens along
existing cook lines and is designed to work with existing equipment alongside
kitchen workers. Under the hood, Flippy relies on our platform which combines
deep learning and other computer vision technologies with optimization-based
scheduling and nonlinear control to adapt quickly to a variety of kitchen
workflows, while achieving graceful and efficient motion.

The challenge of bringing robotics into commercial kitchens requires many
disciplines to come together. The compositions of teams at Miso Robotics
reflect this multidisciplinary nature of our work. We have built a world-class
team and we are looking for more exceptional people to join us. If you
believe, like we do, that the future of the kitchen involves robotics and
artificial intelligence (HINT: It definitely does) and if you want to count
yourself among the handful of lucky people who've found themselves with the
opportunity to solve this problem, then Miso Robotics might be the right place
for you!

##  The Role

Assuming the role of ML/Robotics Research Engineer puts you on the cusp of
advanced technology development. You will scout ahead, exploring the latest
ideas and technologies in Robotics, Machine Learning, IoT, Cloud Computing,
and Scalable Architectures. As a member of Research and Advanced Development,
you will interview team members and domain experts to help identify the
biggest opportunities and understand the most significant challenges. You will
regularly create prototype solutions, disseminate learnings through writings
and presentations, and continue to champion adoption as you hand these
prototypes off for production development.

You will work in many different domain areas so you must be able to learn
rapidly. You will collaborate on research partnerships with universities and
attend conferences as necessary to stay up to date on the latest developments.
You will combine broad knowledge in a variety of fields with expertise in
software development to bridge the gap between research and production.

##  What You’ll Do

In this role, you will:

  * Research and develop new theories in robotics and computer vision.
  * Design simulations to validate vision and control strategies.
  * Build and maintain tools to improve development efficiency.
  * Review approaches, algorithms, and architectural diagrams and provide helpful feedback.
  * Take on problems and research the solution space to find several reasonable solutions.
  * Create high-quality rapid prototypes to demonstrate new concepts and technologies.
  * Create unit tests and system-level tests to verify code functionality.
  * Create diagrams and documentation to communicate to a wide audience of developers.
  * Create documentation to help identify and clarify functional requirements.
  * Develop a strong systems-level understanding of our products.
  * Performs other related duties as assigned.

##  What You Need in Order to Succeed in this Role

#####  Technical Requirements

  * Bachelor’s Degree in Robotics, Computer Science, Engineering, Mathematics, or related field.
  * 3+ years experience in developing software in Python.
  * 3+ years experience with ROS (Robot Operating System).
  * 3+ years experience with ML frameworks like TensorFlow, PyTorch, etc.
  * Experience solving controls problems with multi-DoF robots.
  * Experience solving robotics vision problems with machine learning.
  * Strong working knowledge of Linux, Git, and Docker.
  * Experience working with cloud platforms like GCP, AWS or Azure.

Other Requirements

  * Superb oral and written communication skills.
  * Ability to collaborate effectively with a team.
  * Ability to adapt your coding style to our internal style.
  * Willingness and eagerness to share your opinions on problems and solutions.
  * Proclivity for staying up to date with best practices.
  * Great at managing multiple tasks and getting stuff done in a fast-paced environment.
  * Strong attention to detail, analytical skills and ability to learn at hyperspeed.
  * Obsession with clarity.
  * Prolonged periods sitting at a desk and working on a computer.

##  Benefits and Perks

  * Unlimited PTO policy
  * Comprehensive benefits offerings
  * 401K plan
  * Education reimbursement program
  * Competitive pay
  * Advancement opportunities

vIrn4zqyMp

"
Fox Robotics,Robotics Software Engineer,"Austin, TX","As a robotics software engineer, you will develop navigation and perception
capabilities on an autonomous forklift as part of our world-class autonomy
team. You will adapt modern research to solve challenging problems in robotics
with a key attention to performance and reliability. You will write code in a
combination of python and c++ and contribute to a scalable and robust code
base.

_Duties:_

  * Design and build one or more key components of a modern, scalable autonomy system
  * Deliver high quality code to ensure systems are robust and reliable
  * Work with multi modal sensor data, including vision, LiDAR, and wheel odometry
  * Work with other engineers as part of a close-knit team
  * Participate in production on-call support rotations
  * Occasional travel to customer sites

_Requirements:_

  * M.S. or Ph.D. in Robotics, Computer Science, or related field
  * Strong C++ and/or Python programming skills
  * Expertise in motion planning, control, point cloud processing, computer vision, or related fields
  * Proven ability to ship working real-time robotic applications

_Preferred:_

  * Experience with localization and mapping algorithms
  * Experience with 3D obstacle avoidance and navigation algorithms
  * Experience with deep learning-driven computer vision
  * Experience with sensors and hardware
  * Experience with warehousing or logistics

_Compensation & Benefits:_

  * Competitive salary
  * Stock options
  * Hybrid in-person and remote
  * Unlimited PTO
  * Fully-covered healthcare
  * 401k

We are an equal opportunity employer and value diversity at our company. We do
not discriminate on the basis of race, religion, national origin, gender,
sexual orientation, age, marital status, veteran status, or disability status.

For more information about working at Fox Robotics, please visit
foxrobotics.com/careers/.

**We make robots that work.**

We envision a world where robots serve as a human multiplier for dull and
dangerous work. The warehousing industry, our initial area of focus, sees more
than 52,000 cases of injuries every year in the US. Our first product is an
automated trailer unloader that quickly demonstrates measurable value to our
users by both improving efficiency while also increasing safety.

By empowering people to do more with less, we can help grow the economy,
create better-paying jobs, and generate revenue to fund social services.

"
Plus,Software Engineer - Robotics,"Cupertino, CA","**About Plus**

Plus is a global leader in the autonomous trucking revolution, with award-
winning high-performance driverless technology. Named by Fast Company as one
of the World's Most Innovative Companies of 2022, Plus is the only autonomous
driving company with customers operating its product on the road today.
Working with one of the largest companies in the U.S., vehicle manufacturers
and others, Plus is making trucking safer, more fuel efficient, and more
sustainable. Plus' industry awards include from Fast Company, Insider,
Consumer Electronics, AUVSI, and others. Based in Silicon Valley, Plus is
looking for talented individuals to join its fast-growing teams.

  

**Description**  
Do you get excited to poke inside the latest cool technology or gadget? Are
you passionate about synthesizing data into meaningful, actionable
information? Are you masterful in translating complex technology into benefits
and impact that customers care about? Do you thrive in an environment where
you get to build something from the ground up and solve really hard problems?
Do you want a role where you can make a huge impact not just on the
organization, but also in an emerging technology area that will have far-
reaching social, economic, and environmental impact?

**Responsibilities**

  * Write fast, safety-critical software that interacts at a low level with real hardware
  * Debug and/or further develop the software portion of complex electromechanical subsystems - e.g. driver monitoring systems, drive-by-wire systems, human-machine interfaces
  * Develop extremely robust and reliable in-vehicle networking code for sensors and other electronic components
  * Be able to run initial evaluations of new electronic components and sensors - e.g. cameras, LiDARs, RADARs, on-board computers
  * Integrate, test and tune sensor modules and robotics components

**Qualifications**

  * BS or MS in Computer Science, Electrical Engineering, Robotics, or other related field
  * Practical experience designing, building, and deploying autonomous systems
  * Strong Python and C++ skills
  * In-depth knowledge of ROS
  * Knowledge of version control tools (e.g Git)
  * Comfortable working independently and with minimal supervision
  * Bonus - familiarity with communication protocols such as CAN, UART, GMSL, Ethernet
  * Bonus - familiarity with automotive standards
  * Bonus - familiarity with sensors such as LiDARs, RADARs, cameras, GPS systems, and IMUs

**Your opportunities joining Plus**

  * Work, learn and grow in a highly future-oriented, innovative and dynamic field.
  * Shape the future of logistics and trucking with your expertise.
  * Wide range of opportunities for personal and professional growth and development.
  * Cross-country travel as a technological pioneer and ambassador.
  * Work in a highly professional and international environment with strong work ethics.
  * Opportunity to be a pioneer in a disruptive field with high impact on the environment.
  * Competitive and fair compensation structure.

  

For more information, please visit www.plus.ai or follow us on LinkedIn or
YouTube.

"
Argo AI,"Software Engineer, Robotics","Cranbury, NJ","**Who we are:**

Argo AI is in the business of building self-driving technology you can trust.
With experienced leaders in the field and collaborative partnerships with some
of the world's largest automakers, we're building self-driving technology that
is engineered to scale globally and transform mobility for millions.

Talented individuals join our team because they share our purpose to make it
safe, easy, and enjoyable for everyone to get around cities. We aspire to
impact key industries that move people and goods, from ride hailing to
deliveries.

**Meet the team:**

A backup compute system like the Complementary Autonomous Vehicle System
(CAVS) is critical to producing a truly self-driving solution. If the main AVS
enters a degraded state CAVS is designed to take control and safely guide the
vehicle. To do this CAVS is always running in the background ready to take
over control of the AVS at a moment's notice. This team works with teams
across Argo to design and implement algorithmically diverse, safety-quality
solutions that execute under rigorous real time constraints. Ultimately the
goal of the team is to have CAVS intervene at the correct time and under the
correct conditions to reduce the risk to the vehicle and other road users.
This position requires strong robotics fundamentals and software engineering
skills.

**What you'll do:**

  * Implement libraries, algorithms, and tools for a state of the art Complementary Autonomous Vehicle System
  * Test and field these algorithms for real-time operation on autonomous vehicles at scale in challenging environments
  * Collaborate with engineers across a variety of teams to brainstorm and accelerate development of CAVS capabilities
  * Coordinate data collection to select and label relevant data to improve the algorithms and develop metrics by which the system is evaluated

**What you'll need to succeed:**

  * Degree in Computer Engineering, Computer Science, Electrical Engineering, Robotics or a related field
  * Software engineering skills in real-time, computationally efficient systems
  * Working experience in C++
  * Working knowledge of python
  * Applied knowledge of lidar and/or radar perception systems
  * Applied knowledge of mobile robotic systems
  * Strong presentation and communication skills

**Nice to haves:**

  * Strong desire for candidates with hands on experience that have deployed real products or platforms into the real world and intimately understand the challenges of working with complex systems
  * Previous experience with AEB systems
  * Experience in Linux environments is desired

**What we offer you:**

  * High-quality individual and family medical, dental, and vision insurance
  * Competitive compensation packages
  * Employer-matched 401(k) retirement plan with immediate vesting
  * Employer-paid group term life insurance and the option to elect voluntary life insurance
  * Paid parental leave
  * Paid medical leave
  * Unlimited vacation
  * Complimentary daily lunches, beverages, and snacks
  * Pre-tax commuter benefits
  * Monthly wellness stipend
  * Professional development reimbursement
  * Employee assistance program
  * Discounted programs that include legal services, identity theft protection, pet insurance, and more
  * Company and team bonding outlets: employee resource groups, quarterly team activity stipend, and wellness initiatives

**Our Background:**

Argo AI was founded in late 2016 by industry experts with extensive experience
building robotic systems for commercial applications. Our once-small team has
since grown into an over 1,000-person strong company with strategic
partnerships with two of the world's leading automakers: Ford and Volkswagen.
Our self-driving system is the first with commercial deployment plans for
Europe and the U.S., and thanks to an ability to tap into both automakers'
global reach, our technology platform has the largest geographic deployment
potential of any self-driving technology to date.

At Argo AI, we believe that embracing differences delivers superior results.
We are an equal opportunity employer that is committed to an inclusive
environment for all employees.

"
Johns Hopkins Applied Physics Laboratory (APL),Robotics Engineer,"Laurel, MD","Are you passionate about pursuing groundbreaking research to solve today's
greatest challenges in robotics?  
  
Do you enjoy working on meaningful interdisciplinary problems?  
  
Do you thrive in a collaborative and creative environment?  
  
If so, we're looking for someone like you to join our team at APL.  
  
We are seeking a highly motivated robotics engineer to team with us in taking
Intelligent Systems from concept to reality. We are a multidisciplinary team
of scientists and engineers focused on groundbreaking impacts in the areas of
robotics, machine learning, and assured autonomy. As a Robotics Engineer on
our team, you will develop robotic systems and support robotics research
across the broad spectrum of robotics, with applications that strengthen
national defense.  
  
**As a Robotics Engineer...  
**  
  

  * Your primary responsibility will be developing robotic systems, integrating sensors and controls, and supporting operational testing to address relevant challenges. Current research and development areas include novel robotic systems, dexterous manipulation, robot trajectory planning, robot perception, adaptive control, enhanced mobility, and autonomous robot behaviors.

  *   
You will provide technical engineering for multidisciplinary research teams.

  *   
You will document robotic systems design and test results to sponsors and the
broader research community through reports, presentations, and papers.

  
**Qualifications**  
  
**You meet our minimum qualifications for the job if you...**  

  * Have Bachelor's Degree or Master's Degree in Robotics, Mechanical Engineering, Computer Science, Computer Engineering, Electrical Engineering, Physics or a related field with a focus on robotics.

  *   
Have 1+ year experience in solving engineering problems and identifying
possible solutions.

  *   
Have recent experience in some combination of the following programming
languages and tools: ROS, Python, C++, C, MATLAB..

  *   
Have excellent written and oral communication skills.

  *   
Are able to obtain a Secret security clearance. If selected, you will be
subject to a government security clearance investigation and must meet the
requirements for access to classified information. Eligibility requirements
include U.S. citizenship.

  *   
Can demonstrate that you are fully vaccinated against COVID-19. To ensure the
safety and well-being of the community, APL has established a policy requiring
that all staff be vaccinated against COVID-19. All staff members must provide
proof of full vaccination or have an approved medical or religious
accommodation by their start date.

  
**You meet our desired qualifications if you...  
**  
  

  * Have Master's Degree in a relevant field.

  *   
Have experience in embedded systems development and design.

  
**Why work at APL?**  
  
The Johns Hopkins University Applied Physics Laboratory (APL) brings world-
class expertise to our nation's most critical defense, security, space and
science challenges. While we are dedicated to solving complex challenges and
pioneering new technologies, what makes us truly outstanding is our culture.
We offer a vibrant, welcoming atmosphere where you can bring your authentic
self to work, continue to grow, and build strong connections with inspiring
teammates. At APL, we celebrate our differences and encourage creativity and
bold, new ideas. Our employees enjoy generous benefits, including a robust
education assistance program, unparalleled retirement contributions, and a
healthy work/life balance. APL's campus is located in the Baltimore-Washington
metro area. Learn more about our career opportunities at
http://www.jhuapl.edu/careers.  
  
APL is an Equal Opportunity/Affirmative Action employer. All qualified
applicants will receive consideration for employment without regard to race,
color, religion, sex, gender identity, sexual orientation, national origin,
disability status, veteran status, or any other characteristic protected by
applicable law.

"
Nuro,Embedded Robotics Software Engineer,"Mountain View, CA","## **Who We Are**

Nuro exists to better everyday life through robotics. We have an elite team of
entrepreneurs and engineers, designers, and scientists. We believe AI and
robotics are at the cusp of transforming daily life and we are dedicated to
building meaningful products with this technology. Join us and play a critical
role in our mission.

## **About the Role**

Our robotics team is growing and we are looking for a software engineer to
make our robots come to life. You will design and develop the critical code of
Nuro's robots software that makes the robot sense and move in the world.

## **About the Work**

  * Enable and optimize the use of new sensors and components on the robots
  * Design algorithms to control robot motion and to perform signal processing on sensor data
  * Collaborate closely with hardware and software engineers during the definition, design, and verification phases
  * Work closely with Nuro's autonomy software team to integrate embedded systems into the self driving software stack

## **About You**

  * Strong C/C++ programming skills
  * Good computer science fundamentals, e.g. data structures, concurrency and algorithm design
  * Good understanding of operating system internals, e.g. kernel or driver knowledge
  * Good problem solving and debugging skills
  * Good communication skills
  * B.S., M.S. or Ph.D in Computer Science, Mathematics, or closely related field

## **Bonus Points**

  * Experience with real-time OS and real-time applications
  * Experience with ARM-based SOC architecture
  * Experience with device driver development

_At Nuro, we celebrate differences and are committed to a diverse workplace
that fosters inclusion and psychological safety for all employees. Nuro is
proud to be an equal opportunity employer and expressly prohibits any form of
workplace discrimination based on race, color, religion, gender, sexual
orientation, gender identity or expression, national origin, age, genetic
information, disability, veteran status, or any other legally protected
characteristics._

 _You must be fully vaccinated against COVID-19 by your hire date to be
eligible to start the role. Proof of vaccination will be required by your
start date. Nuro will consider and review accommodation requests based on
medical, religious, or other grounds as required by applicable law for
qualified candidates._

"
Hy-Tek,Robotics Engineer,"Manalapan, NJ","**Hy-Tek Material Handling**

**Job Description**

**Job Title:** Robotics Engineer

**Job Purpose:**

The Robotics Engineer is responsible for all the following:

We are seeking Robotics Engineers who can work and coordinate with vendors and
integrators to design and build industrial robotics systems.

  * Must have the knowledge and the ability to program ABB Robots. We are an ABB Value Provider, and we prefer ABB. If you have experience in other brands, that is a plus.

**Responsibilities:**

  * Responsible for taking the project from the conceptual stage, through build complete design phase using 2D/3D CAD software.
  * Design and develop cost effective solutions based on product type or concept ideas, prepare proposals, and estimates for complete mechanical engineering design, scope reports, calculations, sizing, layouts, drawings, manuals, BOM and other documents.
  * Provide support to machinists, fabrications, machines builders in processes required to manufacture customer machined and fabricated parts.
  * Support the design and engineering efforts of systems for new projects, system retrofits, system replacement and system upgrades for a wide variety of projects, and project types.
  * Develop robot programs offline using ABB RobotStudio software
  * Use offline simulation tools for system design or advanced programming
  * Able to design solutions with detailed simulations for customer demos, or for system validations and cycle time
  * Experience with robotic pick-and-place, packaging, palletizing, robotic vision guided systems, material handling functions
  * Perform onsite start-up, debug, and training for operational personnel
  * Functional safety and recovery knowledge for robotic applications
  * Develop technical documentation
  * Support Robotics R&D and analysis of new robot solutions concepts

**Qualifications:**

  * Must be able to understand, design and build to the Robotic Industry Associations (RIA) guidelines for robotic safety.
  * 2+ years of experience in Material Handling and the robotics field
  * Knowledge of AutoCAD 2D/3D software

"
Tailos,Robotics Software Engineer II,"Austin, TX","Tailos is leading the way as a pioneer in revolutionizing commercial cleaning
by leveraging the power of robotics and innovative automated solutions. We're
currently looking for a Robotics Software Engineer to join our team in our
Austin, Texas office in a hybrid role. You are going to be a part of the
transition from small-scale pilot programs to full scale production and
deployment of thousands of robots. If you have experience building complete
backend systems and the ability to architect and build APIs, services, and
systems to ensure robust operations of our customers' robot fleets. Most
importantly, you are passionate about playing a key role in the development of
a revolutionary fleet of robots. We're interested in chatting with you.

 **RESPONSIBILITIES**

  * Development of autonomous navigation and operation capabilities (localization, path planning, recovery behaviors, user interaction, etc.)
  * Development and integration of drivers for sensors and actuators.
  * Development for embedded Linux and microcontroller environments.
  * Develop code-level and simulation tests
  * Source code management, documentation and Agile planning

 **QUALIFICATIONS**

  * B.S. / M.S. in Robotics, Computer Science, or related field.
  * 2+ year experience in mobile robotics software development
  * Small projects or class-work with robotics, especially mobile robot navigation.
  * Proficiency in C++ and Python
  * Knowledge of software development practices such as version control and unit testing
  * Experience developing in a Linux environment.
  * Applicants must be authorized to work in the U.S.

 **PREFERRED EXPERIENCE**

  * Experience developing code for microcontrollers.
  * Experience with the Robot Operating System (ROS).
  * Exposure to Agile software development practices.

 **  
BENEFITS**

  * Medical, Dental, Vision offered
  * Unlimited PTO
  * Paid Sick Leave
  * Paid Time Off to Vote
  * Flexible Work and Telecommute Arrangements
  * Dog Friendly

  
  
_Tailos is an Equal Employment Opportunity Employer. Tailos will consider all
qualified applicants for employment without regard to race, color, religion,
sex, age, national origin, sexual orientation, gender identity, marital
status, disability, veteran status or any other characteristic protected by
law._

SxBk4Ayzkw

"
OffWorld,Robotics Software Test Engineer,"Pasadena, CA","**_Robotics Software Test Engineer_**

Full time position based in Pasadena, CA

 _OffWorld is a robotics startup working on developing a mobile robotic
workforce for heavy industrial jobs on Earth, Moon, asteroids & Mars. OffWorld
was founded by an experienced engineering team drawing on decades of tackling
formidable engineering challenges at NASA, ESA, NOAA, Maxar Technologies,
CERN, Reaction Engines, SAFRAN, Surrey Satellites and Cisco. OffWorld’s first
challenge is developing and maturing a modular robotic system for extreme
environments on Earth. Our robots will go deeper underground and farthest on
Earth than humans can, eliminate the need for humans to work in life-
threatening environments in mining, construction, tunneling and other
dangerous industries, and dramatically reduce the environmental footprint and
cost of operations in key economies on Earth and beyond._

We have designed a modular robotic architecture that focuses on maximizing the
commonality and reusability across components for fast deployment and
optimization. Our robotic systems combine sensory information with cutting
edge machine learning (ML) for control and decision making.

We are currently looking for a Robotics Test Engineer who will be responsible
for the operational testing and optimization of our robots. You will work with
the mechatronics, software & controls and machine learning engineers to
validate and improve the autonomous operation of the robots, developing tests
plans to validate requirements and functionality from the ground up. You will
participate in lab and field testing activities, including testing of robots
in extreme environments (green fields, mines and construction sites).

For this role, you should be comfortable with main robotics concepts and
software tools, including tele-operating and troubleshooting robotic software
systems in an academic, lab or field setting. Experience with the
teleoperation of complex systems in the aviation, space, high energy or
equivalent industries, is highly applicable. Familiarity with data analysis
and test debugging is required. Practical experience with Python and the ROS
environment is highly valued. A working knowledge to operate and maintain
mechanical, electronic, and electro-mechanical components and interfaces is
desired.

You should be comfortable working on the field with heavy duty robotic systems
or machines, where safety is paramount.

  

To hit the ground running, you will need experience in the following:

  * Use of software tools for functional validation and verification of operational capabilities (JIRA, Requirements tracking systems)
  * Executing and maintaining development or test environments in Ubuntu OS, including strong knowledge of the Ubuntu OS and terminal based programming
  * ROS, Python, C++, Docker, HTTP API 
  * Version control software such as Git and SVM
  * Telemetry processing/time series databases and graphical visualization tools (Grafana, influx or equivalent) 
  * Troubleshooting software using logs and software debugging tools 
  * Developing automated test scripts and test scripting in general
  * CI/CD pipelines (such as Jenkins) for robotic software development is highly desired
  * Robotics hardware integration and testing and mechatronics practical experience is highly desired (mechanical and electrical testing, CAD/PCB Layout, Embedded Software/Assembly)

  
The following qualifications are required:

  * BSc or higher in Mechanical Engineering, Software Engineering, Electrical Engineering, Robotics, Mechatronics or equivalent with at least 2 years of experience
  * Excellent verbal and written/online communication skills
  * Team player with a hands-on mentality
  * Demonstrated ability to manage, organize and reprioritize your work to meet deadlines and support the entire organization. Comfortable multi-tasking/working on different projects concurrently.
  * Passionate about solving riddles, critical thinker, able to analyze complex data
  * Self-driven, passionate, and constantly pursuing knowledge and excellence
  * Nothing-is-impossible attitude

  
In a nutshell, we offer:

  * Opportunity to sink your teeth into cutting edge industrial robotics problems
  * Opportunity to contribute to the mission of transforming how we mine on Earth today and how we will one day mine on the Moon, asteroids & Mars
  * Opportunity to attend relevant conferences in the line of research
  * Competitive package
  * Offer to join the OffWorld team full-time-if 
    * You are as crazy-excited about the mission as we are
    * You’ve demonstrated you are The Right Stuff

**OffWorld is an Equal Opportunity Employer

JCbl97e66n

"
Altitude AI,Software Engineer - Autonomous Robotics,"Salt Lake City, UT","Be a part of the future of autonomous robots! In this software engineering
role, you'll be on the front lines building software for a fully autonomous
food robot, guided by a team of expert software engineers and roboticists from
Waymo, Google, and top robotics startups.

####  **Responsibilities:**

  * Perception: design and build algorithms to let the robot see and understand its surroundings, using the latest sensors and advancements from self-driving cars.
  * Motion planning: design and build robust decision making systems to let the robot pick up and wield tools.
  * Infrastructure: design and build tooling to allow human-robot interactions, remote monitoring, and data management.

####  **Requirements:**

  * Exceptional software engineering capabilities, especially in Python and C++.
  * Robotics experience is a plus, but not required, as you'll work directly with expert roboticists in this role.
  * The desire to work hard, have fun, and grow your career in the field of autonomous robots!

####  **About the company:**

Altitude AI creates autonomous workstations that can pick up and use tools
naturally. These workstations automate the company’s first vertical, food prep
and assembly, without changes to the restaurant environment. Altitude AI is
founded by a former Waymo engineer and Princeton CS alum, now on his fourth
robot platform.

"
